"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",746
"São Paulo","Positivo / Detectável",57
"São Paulo","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável",189
Bahia,"Positivo / Detectável",35
"Paraná","Negativo / Não Detectável",151
"Paraná","Positivo / Detectável",25
"Minas Gerais","Negativo / Não Detectável",160
"Minas Gerais","Positivo / Detectável",15
"Rio de Janeiro","Negativo / Não Detectável",100
"Rio de Janeiro","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",93
"Espírito Santo","Positivo / Detectável",9
"Santa Catarina","Negativo / Não Detectável",90
"Santa Catarina","Positivo / Detectável",12
"Ceará","Negativo / Não Detectável",63
"Ceará","Positivo / Detectável",23
"Ceará","Inconclusivo / Indeterminado",3
"Goiás","Negativo / Não Detectável",66
"Goiás","Positivo / Detectável",15
"Mato Grosso do Sul","Negativo / Não Detectável",55
"Mato Grosso do Sul","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",45
"Rio Grande do Sul","Positivo / Detectável",11
Pernambuco,"Negativo / Não Detectável",39
Pernambuco,"Positivo / Detectável",16
"Maranhão","Negativo / Não Detectável",26
"Maranhão","Positivo / Detectável",11
"Rio Grande do Norte","Negativo / Não Detectável",22
"Rio Grande do Norte","Positivo / Detectável",12
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",28
"Pará","Positivo / Detectável",4
"Piauí","Negativo / Não Detectável",25
"Piauí","Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",26
Amazonas,"Positivo / Detectável",2
Alagoas,"Negativo / Não Detectável",23
Alagoas,"Positivo / Detectável",3
"Paraíba","Negativo / Não Detectável",12
"Paraíba","Positivo / Detectável",5
Sergipe,"Negativo / Não Detectável",7
Sergipe,"Positivo / Detectável",6
Tocantins,"Negativo / Não Detectável",11
Tocantins,"Positivo / Detectável",2
Acre,"Negativo / Não Detectável",10
Acre,"Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",6
"Rondônia","Positivo / Detectável",1
"Amapá","Negativo / Não Detectável",5
"Amapá","Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
