"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.787"
"Paraná","Positivo / Detectável","1.149"
"Paraná","Inconclusivo / Indeterminado",16
"São Paulo","Negativo / Não Detectável","2.014"
"São Paulo","Positivo / Detectável","1.422"
"São Paulo","Inconclusivo / Indeterminado",18
Bahia,"Negativo / Não Detectável","1.259"
Bahia,"Positivo / Detectável",795
Bahia,"Inconclusivo / Indeterminado",30
"Rio de Janeiro","Negativo / Não Detectável",758
"Rio de Janeiro","Positivo / Detectável",345
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Espírito Santo","Positivo / Detectável",605
"Espírito Santo","Negativo / Não Detectável",440
"Espírito Santo","Inconclusivo / Indeterminado",30
"Rio Grande do Sul","Negativo / Não Detectável",567
"Rio Grande do Sul","Positivo / Detectável",251
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",525
"Minas Gerais","Positivo / Detectável",272
"Minas Gerais","Inconclusivo / Indeterminado",9
"Santa Catarina","Negativo / Não Detectável",515
"Santa Catarina","Positivo / Detectável",290
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",594
"Mato Grosso do Sul","Positivo / Detectável",155
"Mato Grosso do Sul","Inconclusivo / Indeterminado",4
"Mato Grosso","Negativo / Não Detectável",430
"Mato Grosso","Positivo / Detectável",312
"Mato Grosso","Inconclusivo / Indeterminado",7
Sergipe,"Positivo / Detectável",636
Sergipe,"Negativo / Não Detectável",69
Pernambuco,"Negativo / Não Detectável",442
Pernambuco,"Positivo / Detectável",234
Pernambuco,"Inconclusivo / Indeterminado",2
"Rondônia","Positivo / Detectável",339
"Rondônia","Negativo / Não Detectável",294
"Rondônia","Inconclusivo / Indeterminado",9
"Ceará","Negativo / Não Detectável",268
"Ceará","Positivo / Detectável",241
"Piauí","Negativo / Não Detectável",253
"Piauí","Positivo / Detectável",227
"Rio Grande do Norte","Positivo / Detectável",280
"Rio Grande do Norte","Negativo / Não Detectável",154
"Pará","Negativo / Não Detectável",166
"Pará","Positivo / Detectável",109
"Goiás","Negativo / Não Detectável",139
"Goiás","Positivo / Detectável",115
"Maranhão","Negativo / Não Detectável",174
"Maranhão","Positivo / Detectável",63
"Paraíba","Negativo / Não Detectável",130
"Paraíba","Positivo / Detectável",96
Acre,"Positivo / Detectável",115
Acre,"Negativo / Não Detectável",94
Amazonas,"Negativo / Não Detectável",161
Amazonas,"Positivo / Detectável",29
Amazonas,"Inconclusivo / Indeterminado",1
"Amapá","Positivo / Detectável",111
"Amapá","Negativo / Não Detectável",52
"Amapá","Inconclusivo / Indeterminado",8
Tocantins,"Positivo / Detectável",89
Tocantins,"Negativo / Não Detectável",80
Roraima,"Positivo / Detectável",125
Roraima,"Negativo / Não Detectável",26
Alagoas,"Positivo / Detectável",67
Alagoas,"Negativo / Não Detectável",31
"Distrito Federal","Negativo / Não Detectável",2
