"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.440"
"Paraná","Positivo / Detectável",809
"Paraná","Inconclusivo / Indeterminado",6
"São Paulo","Negativo / Não Detectável","1.249"
"São Paulo","Positivo / Detectável",830
"São Paulo","Inconclusivo / Indeterminado",9
Bahia,"Negativo / Não Detectável",988
Bahia,"Positivo / Detectável",591
Bahia,"Inconclusivo / Indeterminado",34
"Espírito Santo","Positivo / Detectável",550
"Espírito Santo","Negativo / Não Detectável",281
"Espírito Santo","Inconclusivo / Indeterminado",22
Pernambuco,"Negativo / Não Detectável",310
Pernambuco,"Positivo / Detectável",272
Pernambuco,"Inconclusivo / Indeterminado",8
"Rio de Janeiro","Negativo / Não Detectável",400
"Rio de Janeiro","Positivo / Detectável",163
"Rio de Janeiro","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",414
"Mato Grosso do Sul","Positivo / Detectável",134
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável",358
"Santa Catarina","Positivo / Detectável",189
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",380
"Rio Grande do Sul","Positivo / Detectável",149
"Mato Grosso","Negativo / Não Detectável",264
"Mato Grosso","Positivo / Detectável",200
"Minas Gerais","Negativo / Não Detectável",305
"Minas Gerais","Positivo / Detectável",133
"Minas Gerais","Inconclusivo / Indeterminado",7
"Rondônia","Negativo / Não Detectável",282
"Rondônia","Positivo / Detectável",161
"Piauí","Negativo / Não Detectável",243
"Piauí","Positivo / Detectável",168
Sergipe,"Positivo / Detectável",267
Sergipe,"Negativo / Não Detectável",134
Tocantins,"Negativo / Não Detectável",203
Tocantins,"Positivo / Detectável",161
Tocantins,"Inconclusivo / Indeterminado",1
"Ceará","Positivo / Detectável",182
"Ceará","Negativo / Não Detectável",161
"Ceará","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Positivo / Detectável",192
"Rio Grande do Norte","Negativo / Não Detectável",122
"Pará","Negativo / Não Detectável",150
"Pará","Positivo / Detectável",114
Acre,"Positivo / Detectável",114
Acre,"Negativo / Não Detectável",112
"Paraíba","Negativo / Não Detectável",110
"Paraíba","Positivo / Detectável",74
"Maranhão","Negativo / Não Detectável",138
"Maranhão","Positivo / Detectável",43
"Maranhão","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",104
"Goiás","Positivo / Detectável",71
Amazonas,"Negativo / Não Detectável",103
Amazonas,"Positivo / Detectável",34
Amazonas,"Inconclusivo / Indeterminado",2
Alagoas,"Positivo / Detectável",59
Alagoas,"Negativo / Não Detectável",46
"Amapá","Positivo / Detectável",46
"Amapá","Negativo / Não Detectável",30
"Amapá","Inconclusivo / Indeterminado",1
Roraima,"Positivo / Detectável",53
Roraima,"Negativo / Não Detectável",23
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",2
