"UF de residência",Resultados,"Nº de exames realizados"
"Minas Gerais","Negativo / Não Detectável",54
"Minas Gerais","Positivo / Detectável",8
"São Paulo","Negativo / Não Detectável",40
"São Paulo","Positivo / Detectável",19
"Paraná","Negativo / Não Detectável",30
"Paraná","Positivo / Detectável",12
"Rio Grande do Sul","Negativo / Não Detectável",24
"Rio Grande do Sul","Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",11
Bahia,"Positivo / Detectável",4
"Rio de Janeiro","Negativo / Não Detectável",10
"Rio de Janeiro","Positivo / Detectável",5
"Ceará","Negativo / Não Detectável",7
"Ceará","Positivo / Detectável",5
"Santa Catarina","Negativo / Não Detectável",7
"Santa Catarina","Positivo / Detectável",5
"Goiás","Negativo / Não Detectável",10
"Goiás","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",7
"Espírito Santo","Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",5
"Maranhão","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",3
Acre,"Positivo / Detectável",2
Alagoas,"Negativo / Não Detectável",4
"Mato Grosso","Negativo / Não Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",2
"Mato Grosso do Sul","Positivo / Detectável",2
"Pará","Positivo / Detectável",3
"Pará","Negativo / Não Detectável",1
Pernambuco,"Negativo / Não Detectável",3
Pernambuco,"Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",1
Amazonas,"Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",2
Tocantins,"Positivo / Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",1
