"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.150"
"São Paulo","Positivo / Detectável",495
"São Paulo","Inconclusivo / Indeterminado",3
"Rio de Janeiro","Positivo / Detectável",840
"Rio de Janeiro","Negativo / Não Detectável",368
"Rio de Janeiro","Inconclusivo / Indeterminado",45
Pernambuco,"Positivo / Detectável",628
Pernambuco,"Negativo / Não Detectável",418
Pernambuco,"Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável",792
Bahia,"Positivo / Detectável",176
Bahia,"Inconclusivo / Indeterminado",1
"Ceará","Positivo / Detectável",465
"Ceará","Negativo / Não Detectável",129
"Ceará","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",354
"Espírito Santo","Positivo / Detectável",129
"Espírito Santo","Inconclusivo / Indeterminado",6
Amazonas,"Positivo / Detectável",241
Amazonas,"Negativo / Não Detectável",223
Amazonas,"Inconclusivo / Indeterminado",10
"Paraná","Negativo / Não Detectável",405
"Paraná","Positivo / Detectável",32
"Amapá","Negativo / Não Detectável",249
"Amapá","Positivo / Detectável",177
"Minas Gerais","Negativo / Não Detectável",380
"Minas Gerais","Positivo / Detectável",32
"Santa Catarina","Negativo / Não Detectável",341
"Santa Catarina","Positivo / Detectável",70
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",261
"Pará","Negativo / Não Detectável",93
"Pará","Inconclusivo / Indeterminado",15
"Maranhão","Positivo / Detectável",209
"Maranhão","Negativo / Não Detectável",124
"Rondônia","Negativo / Não Detectável",201
"Rondônia","Positivo / Detectável",78
Sergipe,"Negativo / Não Detectável",198
Sergipe,"Positivo / Detectável",39
"Rio Grande do Sul","Negativo / Não Detectável",160
"Rio Grande do Sul","Positivo / Detectável",48
"Mato Grosso do Sul","Negativo / Não Detectável",183
"Mato Grosso do Sul","Positivo / Detectável",9
"Paraíba","Negativo / Não Detectável",118
"Paraíba","Positivo / Detectável",59
"Paraíba","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",109
"Rio Grande do Norte","Positivo / Detectável",52
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",97
Acre,"Positivo / Detectável",51
Alagoas,"Positivo / Detectável",108
Alagoas,"Negativo / Não Detectável",37
"Piauí","Negativo / Não Detectável",107
"Piauí","Positivo / Detectável",29
"Goiás","Negativo / Não Detectável",117
"Goiás","Positivo / Detectável",15
"Mato Grosso","Negativo / Não Detectável",95
"Mato Grosso","Positivo / Detectável",4
Roraima,"Positivo / Detectável",9
Roraima,"Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",13
Tocantins,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
