"UF de residência",Resultados,"Nº de exames realizados"
"Minas Gerais","Negativo / Não Detectável",46
"Minas Gerais","Positivo / Detectável",1
"Paraná","Negativo / Não Detectável",24
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",21
"São Paulo","Positivo / Detectável",7
Amazonas,"Negativo / Não Detectável",17
"Rio Grande do Sul","Negativo / Não Detectável",15
"Rio Grande do Norte","Negativo / Não Detectável",10
"Rio Grande do Norte","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",7
Acre,"Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",4
Bahia,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",6
"Espírito Santo","Negativo / Não Detectável",5
"Espírito Santo","Positivo / Detectável",1
"Santa Catarina","Negativo / Não Detectável",4
"Santa Catarina","Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",4
"Goiás","Positivo / Detectável",1
"Rio de Janeiro","Negativo / Não Detectável",4
"Maranhão","Negativo / Não Detectável",1
"Maranhão","Positivo / Detectável",1
"Mato Grosso do Sul","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",1
"Pará","Negativo / Não Detectável",1
Pernambuco,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",1
