"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.146"
"São Paulo","Positivo / Detectável",466
"São Paulo","Inconclusivo / Indeterminado",10
Bahia,"Negativo / Não Detectável","1.040"
Bahia,"Positivo / Detectável",345
Bahia,"Inconclusivo / Indeterminado",49
"Rio de Janeiro","Positivo / Detectável",706
"Rio de Janeiro","Negativo / Não Detectável",506
"Rio de Janeiro","Inconclusivo / Indeterminado",24
Pernambuco,"Positivo / Detectável",668
Pernambuco,"Negativo / Não Detectável",500
Pernambuco,"Inconclusivo / Indeterminado",6
"Ceará","Positivo / Detectável",570
"Ceará","Negativo / Não Detectável",332
"Ceará","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",443
"Espírito Santo","Positivo / Detectável",379
"Espírito Santo","Inconclusivo / Indeterminado",14
Sergipe,"Negativo / Não Detectável",411
Sergipe,"Positivo / Detectável",411
"Paraná","Negativo / Não Detectável",725
"Paraná","Positivo / Detectável",51
"Santa Catarina","Negativo / Não Detectável",488
"Santa Catarina","Positivo / Detectável",126
"Santa Catarina","Inconclusivo / Indeterminado",1
"Amapá","Positivo / Detectável",463
"Amapá","Negativo / Não Detectável",95
"Amapá","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",424
"Minas Gerais","Positivo / Detectável",69
"Minas Gerais","Inconclusivo / Indeterminado",3
Amazonas,"Negativo / Não Detectável",262
Amazonas,"Positivo / Detectável",209
Amazonas,"Inconclusivo / Indeterminado",4
Alagoas,"Positivo / Detectável",331
Alagoas,"Negativo / Não Detectável",80
"Mato Grosso do Sul","Negativo / Não Detectável",366
"Mato Grosso do Sul","Positivo / Detectável",29
"Rio Grande do Sul","Negativo / Não Detectável",353
"Rio Grande do Sul","Positivo / Detectável",40
Acre,"Positivo / Detectável",252
Acre,"Negativo / Não Detectável",138
"Paraíba","Positivo / Detectável",194
"Paraíba","Negativo / Não Detectável",188
"Pará","Positivo / Detectável",271
"Pará","Negativo / Não Detectável",92
"Pará","Inconclusivo / Indeterminado",2
"Maranhão","Negativo / Não Detectável",173
"Maranhão","Positivo / Detectável",162
"Maranhão","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",211
Tocantins,"Positivo / Detectável",106
"Rio Grande do Norte","Positivo / Detectável",160
"Rio Grande do Norte","Negativo / Não Detectável",143
"Rondônia","Negativo / Não Detectável",180
"Rondônia","Positivo / Detectável",101
"Rondônia","Inconclusivo / Indeterminado",17
"Piauí","Negativo / Não Detectável",175
"Piauí","Positivo / Detectável",52
"Piauí","Inconclusivo / Indeterminado",5
"Mato Grosso","Negativo / Não Detectável",92
"Mato Grosso","Positivo / Detectável",48
"Goiás","Negativo / Não Detectável",108
"Goiás","Positivo / Detectável",15
Roraima,"Positivo / Detectável",65
Roraima,"Negativo / Não Detectável",20
