"UF de residência",Resultados,"Nº de exames realizados"
"Rio de Janeiro","Positivo / Detectável",837
"Rio de Janeiro","Negativo / Não Detectável",476
"Rio de Janeiro","Inconclusivo / Indeterminado",44
"São Paulo","Negativo / Não Detectável",686
"São Paulo","Positivo / Detectável",441
"São Paulo","Inconclusivo / Indeterminado",1
Pernambuco,"Positivo / Detectável",601
Pernambuco,"Negativo / Não Detectável",459
Pernambuco,"Inconclusivo / Indeterminado",18
Bahia,"Negativo / Não Detectável",582
Bahia,"Positivo / Detectável",167
Bahia,"Inconclusivo / Indeterminado",2
"Ceará","Positivo / Detectável",377
"Ceará","Negativo / Não Detectável",171
"Ceará","Inconclusivo / Indeterminado",11
"Paraná","Negativo / Não Detectável",426
"Paraná","Positivo / Detectável",37
Amazonas,"Positivo / Detectável",230
Amazonas,"Negativo / Não Detectável",217
Amazonas,"Inconclusivo / Indeterminado",5
"Minas Gerais","Negativo / Não Detectável",404
"Minas Gerais","Positivo / Detectável",17
"Espírito Santo","Negativo / Não Detectável",276
"Espírito Santo","Positivo / Detectável",121
"Espírito Santo","Inconclusivo / Indeterminado",3
"Maranhão","Positivo / Detectável",269
"Maranhão","Negativo / Não Detectável",113
"Amapá","Negativo / Não Detectável",189
"Amapá","Positivo / Detectável",154
"Santa Catarina","Negativo / Não Detectável",288
"Santa Catarina","Positivo / Detectável",38
"Pará","Positivo / Detectável",229
"Pará","Negativo / Não Detectável",69
"Pará","Inconclusivo / Indeterminado",15
"Rondônia","Negativo / Não Detectável",201
"Rondônia","Positivo / Detectável",35
"Rio Grande do Sul","Negativo / Não Detectável",180
"Rio Grande do Sul","Positivo / Detectável",40
"Piauí","Negativo / Não Detectável",176
"Piauí","Positivo / Detectável",18
Sergipe,"Negativo / Não Detectável",158
Sergipe,"Positivo / Detectável",26
"Mato Grosso do Sul","Negativo / Não Detectável",150
"Mato Grosso do Sul","Positivo / Detectável",8
Acre,"Negativo / Não Detectável",102
Acre,"Positivo / Detectável",37
Alagoas,"Positivo / Detectável",76
Alagoas,"Negativo / Não Detectável",31
Alagoas,"Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Negativo / Não Detectável",62
"Rio Grande do Norte","Positivo / Detectável",49
"Paraíba","Negativo / Não Detectável",68
"Paraíba","Positivo / Detectável",39
"Goiás","Negativo / Não Detectável",95
"Goiás","Positivo / Detectável",8
"Mato Grosso","Negativo / Não Detectável",49
"Mato Grosso","Positivo / Detectável",2
Roraima,"Positivo / Detectável",39
Roraima,"Negativo / Não Detectável",9
Tocantins,"Negativo / Não Detectável",12
Tocantins,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",6
