"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",650
"São Paulo","Positivo / Detectável",404
"São Paulo","Inconclusivo / Indeterminado",11
Bahia,"Negativo / Não Detectável",465
Bahia,"Positivo / Detectável",299
Bahia,"Inconclusivo / Indeterminado",10
"Espírito Santo","Positivo / Detectável",309
"Espírito Santo","Negativo / Não Detectável",222
"Espírito Santo","Inconclusivo / Indeterminado",24
"Paraná","Negativo / Não Detectável",386
"Paraná","Positivo / Detectável",107
"Paraná","Inconclusivo / Indeterminado",1
"Ceará","Positivo / Detectável",125
"Ceará","Negativo / Não Detectável",124
"Ceará","Inconclusivo / Indeterminado",8
"Rio de Janeiro","Positivo / Detectável",135
"Rio de Janeiro","Negativo / Não Detectável",116
"Rio de Janeiro","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",124
Pernambuco,"Positivo / Detectável",121
Pernambuco,"Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",202
"Mato Grosso do Sul","Positivo / Detectável",22
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Rio Grande do Sul","Negativo / Não Detectável",175
"Rio Grande do Sul","Positivo / Detectável",48
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",156
"Minas Gerais","Positivo / Detectável",58
"Minas Gerais","Inconclusivo / Indeterminado",5
Sergipe,"Positivo / Detectável",153
Sergipe,"Negativo / Não Detectável",46
"Goiás","Negativo / Não Detectável",156
"Goiás","Positivo / Detectável",32
"Amapá","Positivo / Detectável",107
"Amapá","Negativo / Não Detectável",74
"Santa Catarina","Negativo / Não Detectável",106
"Santa Catarina","Positivo / Detectável",67
"Rio Grande do Norte","Positivo / Detectável",88
"Rio Grande do Norte","Negativo / Não Detectável",60
"Piauí","Negativo / Não Detectável",77
"Piauí","Positivo / Detectável",63
Tocantins,"Negativo / Não Detectável",88
Tocantins,"Positivo / Detectável",49
"Pará","Negativo / Não Detectável",67
"Pará","Positivo / Detectável",66
"Rondônia","Negativo / Não Detectável",56
"Rondônia","Positivo / Detectável",54
"Rondônia","Inconclusivo / Indeterminado",2
"Mato Grosso","Negativo / Não Detectável",58
"Mato Grosso","Positivo / Detectável",52
"Paraíba","Positivo / Detectável",63
"Paraíba","Negativo / Não Detectável",44
Alagoas,"Positivo / Detectável",73
Alagoas,"Negativo / Não Detectável",23
Amazonas,"Negativo / Não Detectável",61
Amazonas,"Positivo / Detectável",16
"Maranhão","Negativo / Não Detectável",39
"Maranhão","Positivo / Detectável",16
Acre,"Positivo / Detectável",33
Acre,"Negativo / Não Detectável",16
Roraima,"Positivo / Detectável",34
Roraima,"Negativo / Não Detectável",6
"Distrito Federal","Negativo / Não Detectável",2
"Distrito Federal","Positivo / Detectável",2
