"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",24
"São Paulo","Positivo / Detectável",9
"Paraná","Negativo / Não Detectável",17
"Paraná","Positivo / Detectável",7
"Rio Grande do Sul","Negativo / Não Detectável",20
"Rio Grande do Sul","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",15
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Mato Grosso do Sul","Positivo / Detectável",3
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",11
"Minas Gerais","Positivo / Detectável",1
"Rio de Janeiro","Negativo / Não Detectável",9
"Rio de Janeiro","Positivo / Detectável",3
"Goiás","Negativo / Não Detectável",11
Amazonas,"Negativo / Não Detectável",8
Amazonas,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",8
"Ceará","Negativo / Não Detectável",7
Bahia,"Negativo / Não Detectável",5
Bahia,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Espírito Santo","Positivo / Detectável",2
"Piauí","Negativo / Não Detectável",2
"Piauí","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",2
"Santa Catarina","Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",1
