"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","4.670"
"Paraná","Positivo / Detectável","1.903"
"Paraná","Inconclusivo / Indeterminado",31
"São Paulo","Negativo / Não Detectável","3.691"
"São Paulo","Positivo / Detectável","2.591"
"São Paulo","Inconclusivo / Indeterminado",35
Bahia,"Negativo / Não Detectável","1.692"
Bahia,"Positivo / Detectável",830
Bahia,"Inconclusivo / Indeterminado",18
"Minas Gerais","Negativo / Não Detectável","1.048"
"Minas Gerais","Positivo / Detectável",473
"Minas Gerais","Inconclusivo / Indeterminado",45
Pernambuco,"Negativo / Não Detectável",734
Pernambuco,"Positivo / Detectável",376
Pernambuco,"Inconclusivo / Indeterminado",26
"Rio Grande do Sul","Negativo / Não Detectável",727
"Rio Grande do Sul","Positivo / Detectável",378
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável",582
"Santa Catarina","Positivo / Detectável",467
"Santa Catarina","Inconclusivo / Indeterminado",1
Sergipe,"Positivo / Detectável",692
Sergipe,"Negativo / Não Detectável",338
"Rio de Janeiro","Negativo / Não Detectável",674
"Rio de Janeiro","Positivo / Detectável",298
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Espírito Santo","Positivo / Detectável",492
"Espírito Santo","Negativo / Não Detectável",476
"Espírito Santo","Inconclusivo / Indeterminado",10
"Mato Grosso do Sul","Negativo / Não Detectável",675
"Mato Grosso do Sul","Positivo / Detectável",219
"Ceará","Negativo / Não Detectável",438
"Ceará","Positivo / Detectável",193
"Ceará","Inconclusivo / Indeterminado",3
"Rio Grande do Norte","Positivo / Detectável",327
"Rio Grande do Norte","Negativo / Não Detectável",283
Tocantins,"Positivo / Detectável",245
Tocantins,"Negativo / Não Detectável",208
"Rondônia","Positivo / Detectável",259
"Rondônia","Negativo / Não Detectável",128
"Rondônia","Inconclusivo / Indeterminado",8
"Piauí","Negativo / Não Detectável",176
"Piauí","Positivo / Detectável",170
"Pará","Negativo / Não Detectável",223
"Pará","Positivo / Detectável",86
"Pará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",152
"Goiás","Positivo / Detectável",136
"Maranhão","Negativo / Não Detectável",191
"Maranhão","Positivo / Detectável",59
Acre,"Positivo / Detectável",122
Acre,"Negativo / Não Detectável",117
"Paraíba","Negativo / Não Detectável",112
"Paraíba","Positivo / Detectável",84
Roraima,"Negativo / Não Detectável",113
Roraima,"Positivo / Detectável",73
"Mato Grosso","Positivo / Detectável",84
"Mato Grosso","Negativo / Não Detectável",82
"Mato Grosso","Inconclusivo / Indeterminado",5
"Amapá","Negativo / Não Detectável",97
"Amapá","Positivo / Detectável",40
Alagoas,"Negativo / Não Detectável",79
Alagoas,"Positivo / Detectável",45
Amazonas,"Negativo / Não Detectável",69
Amazonas,"Positivo / Detectável",38
"Distrito Federal","Negativo / Não Detectável",6
"Distrito Federal","Positivo / Detectável",5
