"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.908"
"Paraná","Positivo / Detectável","1.854"
"Paraná","Inconclusivo / Indeterminado",24
"São Paulo","Negativo / Não Detectável","3.921"
"São Paulo","Positivo / Detectável","2.909"
"São Paulo","Inconclusivo / Indeterminado",17
Bahia,"Negativo / Não Detectável","1.815"
Bahia,"Positivo / Detectável","1.187"
Bahia,"Inconclusivo / Indeterminado",11
"Santa Catarina","Negativo / Não Detectável","1.051"
"Santa Catarina","Positivo / Detectável",914
"Santa Catarina","Inconclusivo / Indeterminado",7
"Rio de Janeiro","Negativo / Não Detectável","1.147"
"Rio de Janeiro","Positivo / Detectável",299
"Rio de Janeiro","Inconclusivo / Indeterminado",5
"Minas Gerais","Negativo / Não Detectável",926
"Minas Gerais","Positivo / Detectável",438
"Minas Gerais","Inconclusivo / Indeterminado",46
"Rio Grande do Sul","Negativo / Não Detectável",788
"Rio Grande do Sul","Positivo / Detectável",511
"Rio Grande do Sul","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",909
"Mato Grosso do Sul","Positivo / Detectável",368
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",617
Pernambuco,"Positivo / Detectável",455
Pernambuco,"Inconclusivo / Indeterminado",14
"Espírito Santo","Negativo / Não Detectável",629
"Espírito Santo","Positivo / Detectável",373
"Espírito Santo","Inconclusivo / Indeterminado",18
Sergipe,"Positivo / Detectável",779
Sergipe,"Negativo / Não Detectável",212
"Ceará","Negativo / Não Detectável",742
"Ceará","Positivo / Detectável",227
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Norte","Negativo / Não Detectável",422
"Rio Grande do Norte","Positivo / Detectável",285
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
Tocantins,"Positivo / Detectável",317
Tocantins,"Negativo / Não Detectável",223
"Rondônia","Negativo / Não Detectável",260
"Rondônia","Positivo / Detectável",238
"Rondônia","Inconclusivo / Indeterminado",4
"Piauí","Negativo / Não Detectável",217
"Piauí","Positivo / Detectável",201
"Piauí","Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",205
"Goiás","Positivo / Detectável",115
"Pará","Negativo / Não Detectável",203
"Pará","Positivo / Detectável",89
Acre,"Negativo / Não Detectável",154
Acre,"Positivo / Detectável",107
Acre,"Inconclusivo / Indeterminado",11
"Paraíba","Negativo / Não Detectável",135
"Paraíba","Positivo / Detectável",92
Amazonas,"Negativo / Não Detectável",164
Amazonas,"Positivo / Detectável",56
"Maranhão","Negativo / Não Detectável",124
"Maranhão","Positivo / Detectável",34
Roraima,"Negativo / Não Detectável",103
Roraima,"Positivo / Detectável",42
"Amapá","Negativo / Não Detectável",99
"Amapá","Positivo / Detectável",24
Alagoas,"Negativo / Não Detectável",62
Alagoas,"Positivo / Detectável",34
"Mato Grosso","Positivo / Detectável",5
"Mato Grosso","Negativo / Não Detectável",3
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Positivo / Detectável",3
