"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","2.115"
"São Paulo","Positivo / Detectável","1.149"
"São Paulo","Inconclusivo / Indeterminado",4
"Paraná","Negativo / Não Detectável","2.214"
"Paraná","Positivo / Detectável",746
"Paraná","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",756
Bahia,"Positivo / Detectável",392
"Mato Grosso do Sul","Negativo / Não Detectável",448
"Mato Grosso do Sul","Positivo / Detectável",208
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Rio Grande do Sul","Negativo / Não Detectável",398
"Rio Grande do Sul","Positivo / Detectável",216
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",435
"Santa Catarina","Positivo / Detectável",161
"Santa Catarina","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",413
"Espírito Santo","Positivo / Detectável",144
"Espírito Santo","Inconclusivo / Indeterminado",6
Pernambuco,"Negativo / Não Detectável",486
Pernambuco,"Positivo / Detectável",65
"Minas Gerais","Negativo / Não Detectável",337
"Minas Gerais","Positivo / Detectável",174
"Minas Gerais","Inconclusivo / Indeterminado",6
"Rio de Janeiro","Negativo / Não Detectável",290
"Rio de Janeiro","Positivo / Detectável",136
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável",323
"Ceará","Positivo / Detectável",97
Tocantins,"Positivo / Detectável",220
Tocantins,"Negativo / Não Detectável",159
"Rondônia","Negativo / Não Detectável",226
"Rondônia","Positivo / Detectável",134
"Rondônia","Inconclusivo / Indeterminado",4
Sergipe,"Negativo / Não Detectável",253
Sergipe,"Positivo / Detectável",84
"Pará","Negativo / Não Detectável",239
"Pará","Positivo / Detectável",39
"Pará","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",143
"Rio Grande do Norte","Positivo / Detectável",40
"Piauí","Negativo / Não Detectável",88
"Piauí","Positivo / Detectável",57
"Goiás","Positivo / Detectável",60
"Goiás","Negativo / Não Detectável",51
"Maranhão","Negativo / Não Detectável",61
"Maranhão","Positivo / Detectável",9
Alagoas,"Negativo / Não Detectável",50
Alagoas,"Positivo / Detectável",18
"Paraíba","Negativo / Não Detectável",49
"Paraíba","Positivo / Detectável",10
Acre,"Negativo / Não Detectável",33
Acre,"Positivo / Detectável",7
"Amapá","Negativo / Não Detectável",16
"Amapá","Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",12
Roraima,"Positivo / Detectável",4
"Distrito Federal","Positivo / Detectável",3
"Distrito Federal","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",3
"Mato Grosso","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",2
