"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",45
"São Paulo","Positivo / Detectável",10
"Paraná","Negativo / Não Detectável",43
"Paraná","Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",15
Amazonas,"Positivo / Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",16
"Rio de Janeiro","Negativo / Não Detectável",11
"Rio de Janeiro","Positivo / Detectável",5
"Ceará","Negativo / Não Detectável",10
"Ceará","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",9
Bahia,"Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",10
"Santa Catarina","Negativo / Não Detectável",9
"Piauí","Negativo / Não Detectável",7
"Piauí","Positivo / Detectável",1
"Rio Grande do Norte","Negativo / Não Detectável",7
"Rio Grande do Norte","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",5
Tocantins,"Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",4
"Goiás","Positivo / Detectável",2
Pernambuco,"Negativo / Não Detectável",4
Pernambuco,"Positivo / Detectável",2
"Maranhão","Negativo / Não Detectável",4
"Maranhão","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",4
"Espírito Santo","Negativo / Não Detectável",3
"Espírito Santo","Positivo / Detectável",1
"Minas Gerais","Negativo / Não Detectável",3
"Minas Gerais","Positivo / Detectável",1
Sergipe,"Positivo / Detectável",4
"Pará","Negativo / Não Detectável",1
"Pará","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",2
