"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",990
"São Paulo","Positivo / Detectável",317
"São Paulo","Inconclusivo / Indeterminado",3
"Paraná","Negativo / Não Detectável",451
"Paraná","Positivo / Detectável",42
"Rio de Janeiro","Negativo / Não Detectável",245
"Rio de Janeiro","Positivo / Detectável",170
"Rio de Janeiro","Inconclusivo / Indeterminado",26
Bahia,"Negativo / Não Detectável",395
Bahia,"Positivo / Detectável",26
"Minas Gerais","Negativo / Não Detectável",327
"Minas Gerais","Positivo / Detectável",8
"Santa Catarina","Negativo / Não Detectável",212
"Santa Catarina","Positivo / Detectável",14
"Santa Catarina","Inconclusivo / Indeterminado",2
Amazonas,"Negativo / Não Detectável",106
Amazonas,"Positivo / Detectável",100
Amazonas,"Inconclusivo / Indeterminado",4
"Espírito Santo","Negativo / Não Detectável",192
"Espírito Santo","Positivo / Detectável",18
"Rio Grande do Sul","Negativo / Não Detectável",187
"Rio Grande do Sul","Positivo / Detectável",20
"Maranhão","Negativo / Não Detectável",128
"Maranhão","Positivo / Detectável",54
"Mato Grosso","Negativo / Não Detectável",172
"Mato Grosso","Positivo / Detectável",7
"Ceará","Negativo / Não Detectável",101
"Ceará","Positivo / Detectável",66
"Ceará","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",128
Pernambuco,"Positivo / Detectável",37
Pernambuco,"Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",128
"Piauí","Positivo / Detectável",20
"Mato Grosso do Sul","Negativo / Não Detectável",111
"Mato Grosso do Sul","Positivo / Detectável",12
"Rio Grande do Norte","Negativo / Não Detectável",100
"Rio Grande do Norte","Positivo / Detectável",16
"Goiás","Negativo / Não Detectável",95
"Goiás","Positivo / Detectável",9
"Amapá","Negativo / Não Detectável",81
"Amapá","Positivo / Detectável",16
"Pará","Negativo / Não Detectável",74
"Pará","Positivo / Detectável",11
"Pará","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",44
Sergipe,"Positivo / Detectável",6
"Paraíba","Negativo / Não Detectável",34
"Paraíba","Positivo / Detectável",6
Alagoas,"Negativo / Não Detectável",34
Alagoas,"Positivo / Detectável",5
"Rondônia","Negativo / Não Detectável",30
"Rondônia","Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",17
Tocantins,"Positivo / Detectável",3
Roraima,"Positivo / Detectável",9
Roraima,"Negativo / Não Detectável",8
Acre,"Negativo / Não Detectável",2
Acre,"Positivo / Detectável",1
"Distrito Federal","Inconclusivo / Indeterminado",1
