"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","1.153"
"Paraná","Positivo / Detectável",457
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável",862
"São Paulo","Positivo / Detectável",704
"São Paulo","Inconclusivo / Indeterminado",7
Bahia,"Negativo / Não Detectável",505
Bahia,"Positivo / Detectável",381
Bahia,"Inconclusivo / Indeterminado",5
"Espírito Santo","Positivo / Detectável",333
"Espírito Santo","Negativo / Não Detectável",209
"Espírito Santo","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável",258
"Minas Gerais","Positivo / Detectável",171
"Minas Gerais","Inconclusivo / Indeterminado",14
Sergipe,"Positivo / Detectável",311
Sergipe,"Negativo / Não Detectável",96
"Rio Grande do Sul","Negativo / Não Detectável",239
"Rio Grande do Sul","Positivo / Detectável",153
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",242
"Mato Grosso do Sul","Positivo / Detectável",104
"Rio de Janeiro","Negativo / Não Detectável",175
"Rio de Janeiro","Positivo / Detectável",121
Pernambuco,"Negativo / Não Detectável",159
Pernambuco,"Positivo / Detectável",112
Pernambuco,"Inconclusivo / Indeterminado",4
"Santa Catarina","Positivo / Detectável",129
"Santa Catarina","Negativo / Não Detectável",119
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",140
"Mato Grosso","Positivo / Detectável",103
"Ceará","Negativo / Não Detectável",122
"Ceará","Positivo / Detectável",94
"Pará","Negativo / Não Detectável",156
"Pará","Positivo / Detectável",58
"Rio Grande do Norte","Positivo / Detectável",93
"Rio Grande do Norte","Negativo / Não Detectável",90
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Goiás","Positivo / Detectável",107
"Goiás","Negativo / Não Detectável",68
"Piauí","Positivo / Detectável",73
"Piauí","Negativo / Não Detectável",51
Alagoas,"Negativo / Não Detectável",61
Alagoas,"Positivo / Detectável",47
"Paraíba","Negativo / Não Detectável",48
"Paraíba","Positivo / Detectável",44
Acre,"Positivo / Detectável",52
Acre,"Negativo / Não Detectável",34
Acre,"Inconclusivo / Indeterminado",2
Tocantins,"Positivo / Detectável",58
Tocantins,"Negativo / Não Detectável",24
"Amapá","Negativo / Não Detectável",52
"Amapá","Positivo / Detectável",24
"Maranhão","Negativo / Não Detectável",46
"Maranhão","Positivo / Detectável",19
"Rondônia","Positivo / Detectável",37
"Rondônia","Negativo / Não Detectável",26
"Rondônia","Inconclusivo / Indeterminado",1
Amazonas,"Positivo / Detectável",25
Amazonas,"Negativo / Não Detectável",22
Roraima,"Negativo / Não Detectável",23
Roraima,"Positivo / Detectável",18
"Distrito Federal","Negativo / Não Detectável",3
