"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",284
"São Paulo","Positivo / Detectável",40
"Minas Gerais","Negativo / Não Detectável",128
"Minas Gerais","Positivo / Detectável",19
"Paraná","Negativo / Não Detectável",106
"Paraná","Positivo / Detectável",34
"Rio de Janeiro","Negativo / Não Detectável",77
"Rio de Janeiro","Positivo / Detectável",7
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",55
"Rio Grande do Sul","Positivo / Detectável",2
Bahia,"Negativo / Não Detectável",40
Bahia,"Positivo / Detectável",14
"Espírito Santo","Negativo / Não Detectável",40
"Espírito Santo","Positivo / Detectável",7
"Goiás","Negativo / Não Detectável",33
"Goiás","Positivo / Detectável",8
Amazonas,"Negativo / Não Detectável",34
Amazonas,"Positivo / Detectável",6
"Mato Grosso do Sul","Negativo / Não Detectável",22
"Mato Grosso do Sul","Positivo / Detectável",5
"Maranhão","Negativo / Não Detectável",18
"Maranhão","Positivo / Detectável",8
"Santa Catarina","Negativo / Não Detectável",18
"Santa Catarina","Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",12
Pernambuco,"Positivo / Detectável",8
"Mato Grosso","Negativo / Não Detectável",19
"Rondônia","Negativo / Não Detectável",15
"Rondônia","Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",10
"Ceará","Positivo / Detectável",4
"Ceará","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",9
"Pará","Negativo / Não Detectável",6
"Rio Grande do Norte","Negativo / Não Detectável",13
"Rio Grande do Norte","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",11
Acre,"Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",11
"Paraíba","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",10
"Piauí","Positivo / Detectável",2
Sergipe,"Negativo / Não Detectável",9
Sergipe,"Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",5
Alagoas,"Negativo / Não Detectável",4
Roraima,"Negativo / Não Detectável",3
"Amapá","Negativo / Não Detectável",2
