"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",29
"Paraná","Positivo / Detectável",10
"São Paulo","Negativo / Não Detectável",24
"São Paulo","Positivo / Detectável",4
"Ceará","Negativo / Não Detectável",19
"Ceará","Positivo / Detectável",5
"Minas Gerais","Negativo / Não Detectável",21
"Minas Gerais","Positivo / Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",23
"Rio Grande do Sul","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",19
Amazonas,"Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",10
"Rio de Janeiro","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",7
"Mato Grosso do Sul","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",6
"Espírito Santo","Negativo / Não Detectável",6
"Santa Catarina","Negativo / Não Detectável",3
"Santa Catarina","Positivo / Detectável",2
Bahia,"Negativo / Não Detectável",4
"Goiás","Negativo / Não Detectável",4
Pernambuco,"Negativo / Não Detectável",3
"Piauí","Positivo / Detectável",2
"Piauí","Negativo / Não Detectável",1
"Mato Grosso","Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",1
Sergipe,"Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",1
"Pará","Negativo / Não Detectável",1
"Rio Grande do Norte","Positivo / Detectável",1
