"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.440"
"São Paulo","Positivo / Detectável",765
"São Paulo","Inconclusivo / Indeterminado",25
"Paraná","Negativo / Não Detectável","1.568"
"Paraná","Positivo / Detectável",419
"Paraná","Inconclusivo / Indeterminado",14
Bahia,"Negativo / Não Detectável","1.182"
Bahia,"Positivo / Detectável",536
Bahia,"Inconclusivo / Indeterminado",20
"Rio de Janeiro","Negativo / Não Detectável",694
"Rio de Janeiro","Positivo / Detectável",278
"Rio de Janeiro","Inconclusivo / Indeterminado",13
"Espírito Santo","Positivo / Detectável",495
"Espírito Santo","Negativo / Não Detectável",309
"Espírito Santo","Inconclusivo / Indeterminado",76
Pernambuco,"Negativo / Não Detectável",433
Pernambuco,"Positivo / Detectável",299
Pernambuco,"Inconclusivo / Indeterminado",11
"Santa Catarina","Negativo / Não Detectável",550
"Santa Catarina","Positivo / Detectável",177
"Santa Catarina","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",455
"Minas Gerais","Positivo / Detectável",121
"Minas Gerais","Inconclusivo / Indeterminado",9
"Rio Grande do Sul","Negativo / Não Detectável",449
"Rio Grande do Sul","Positivo / Detectável",85
"Ceará","Negativo / Não Detectável",277
"Ceará","Positivo / Detectável",246
"Ceará","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",417
"Mato Grosso do Sul","Positivo / Detectável",93
"Mato Grosso do Sul","Inconclusivo / Indeterminado",4
Tocantins,"Negativo / Não Detectável",344
Tocantins,"Positivo / Detectável",169
"Mato Grosso","Negativo / Não Detectável",375
"Mato Grosso","Positivo / Detectável",107
"Mato Grosso","Inconclusivo / Indeterminado",2
"Rondônia","Positivo / Detectável",259
"Rondônia","Negativo / Não Detectável",182
"Rondônia","Inconclusivo / Indeterminado",7
Sergipe,"Positivo / Detectável",305
Sergipe,"Negativo / Não Detectável",135
"Piauí","Negativo / Não Detectável",233
"Piauí","Positivo / Detectável",165
"Piauí","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Positivo / Detectável",242
"Rio Grande do Norte","Negativo / Não Detectável",141
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Amapá","Positivo / Detectável",162
"Amapá","Negativo / Não Detectável",147
Amazonas,"Negativo / Não Detectável",218
Amazonas,"Positivo / Detectável",65
Amazonas,"Inconclusivo / Indeterminado",4
"Maranhão","Negativo / Não Detectável",177
"Maranhão","Positivo / Detectável",109
"Pará","Positivo / Detectável",126
"Pará","Negativo / Não Detectável",108
"Paraíba","Positivo / Detectável",124
"Paraíba","Negativo / Não Detectável",97
"Goiás","Negativo / Não Detectável",131
"Goiás","Positivo / Detectável",49
Acre,"Positivo / Detectável",91
Acre,"Negativo / Não Detectável",81
Acre,"Inconclusivo / Indeterminado",7
Roraima,"Positivo / Detectável",125
Roraima,"Negativo / Não Detectável",47
Alagoas,"Positivo / Detectável",90
Alagoas,"Negativo / Não Detectável",30
"Distrito Federal","Negativo / Não Detectável",2
