"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",17
"São Paulo","Positivo / Detectável",1
"Paraná","Negativo / Não Detectável",15
"Paraná","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",8
"Ceará","Negativo / Não Detectável",5
"Ceará","Positivo / Detectável",2
"Santa Catarina","Negativo / Não Detectável",6
"Santa Catarina","Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",3
Bahia,"Positivo / Detectável",1
"Amapá","Negativo / Não Detectável",1
"Amapá","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",1
"Espírito Santo","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
"Minas Gerais","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",1
