"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.363"
"São Paulo","Positivo / Detectável","1.697"
"São Paulo","Inconclusivo / Indeterminado",25
"Paraná","Negativo / Não Detectável","4.652"
"Paraná","Positivo / Detectável","1.072"
"Paraná","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável","3.131"
"Ceará","Positivo / Detectável",383
"Ceará","Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável","2.024"
Bahia,"Positivo / Detectável",877
Bahia,"Inconclusivo / Indeterminado",58
"Rio Grande do Sul","Negativo / Não Detectável","1.688"
"Rio Grande do Sul","Positivo / Detectável",488
"Rio Grande do Sul","Inconclusivo / Indeterminado",13
Pernambuco,"Negativo / Não Detectável","1.603"
Pernambuco,"Positivo / Detectável",246
Pernambuco,"Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável","1.362"
"Santa Catarina","Positivo / Detectável",379
"Santa Catarina","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável","1.228"
"Rio de Janeiro","Positivo / Detectável",446
"Rio de Janeiro","Inconclusivo / Indeterminado",24
"Minas Gerais","Negativo / Não Detectável","1.220"
"Minas Gerais","Positivo / Detectável",363
"Minas Gerais","Inconclusivo / Indeterminado",12
"Espírito Santo","Negativo / Não Detectável",897
"Espírito Santo","Positivo / Detectável",402
"Espírito Santo","Inconclusivo / Indeterminado",5
"Mato Grosso do Sul","Negativo / Não Detectável",725
"Mato Grosso do Sul","Positivo / Detectável",219
Sergipe,"Negativo / Não Detectável",642
Sergipe,"Positivo / Detectável",214
"Piauí","Negativo / Não Detectável",569
"Piauí","Positivo / Detectável",197
"Rio Grande do Norte","Negativo / Não Detectável",467
"Rio Grande do Norte","Positivo / Detectável",93
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
"Rondônia","Negativo / Não Detectável",420
"Rondônia","Positivo / Detectável",85
"Rondônia","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",252
"Goiás","Positivo / Detectável",138
Tocantins,"Negativo / Não Detectável",225
Tocantins,"Positivo / Detectável",137
Amazonas,"Negativo / Não Detectável",256
Amazonas,"Positivo / Detectável",62
"Pará","Negativo / Não Detectável",230
"Pará","Positivo / Detectável",70
"Pará","Inconclusivo / Indeterminado",5
"Paraíba","Negativo / Não Detectável",236
"Paraíba","Positivo / Detectável",51
"Mato Grosso","Negativo / Não Detectável",143
"Mato Grosso","Positivo / Detectável",68
"Mato Grosso","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",118
Acre,"Positivo / Detectável",24
"Maranhão","Negativo / Não Detectável",114
"Maranhão","Positivo / Detectável",26
Alagoas,"Negativo / Não Detectável",85
Alagoas,"Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",51
Roraima,"Positivo / Detectável",41
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",5
"Amapá","Negativo / Não Detectável",2
"Amapá","Inconclusivo / Indeterminado",1
