"UF de residência",Resultados,"Nº de exames realizados"
"Minas Gerais","Negativo / Não Detectável",27
"Minas Gerais","Positivo / Detectável",2
"Paraná","Negativo / Não Detectável",23
"Paraná","Positivo / Detectável",6
Amazonas,"Negativo / Não Detectável",22
Amazonas,"Positivo / Detectável",6
"São Paulo","Negativo / Não Detectável",18
"São Paulo","Positivo / Detectável",6
"Paraíba","Negativo / Não Detectável",20
Bahia,"Negativo / Não Detectável",10
"Rio Grande do Sul","Negativo / Não Detectável",7
"Rio Grande do Sul","Positivo / Detectável",1
"Rio de Janeiro","Negativo / Não Detectável",5
"Rio de Janeiro","Positivo / Detectável",3
"Goiás","Negativo / Não Detectável",7
"Mato Grosso do Sul","Negativo / Não Detectável",6
"Piauí","Negativo / Não Detectável",5
"Piauí","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",2
"Ceará","Positivo / Detectável",2
"Espírito Santo","Negativo / Não Detectável",3
"Espírito Santo","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",4
"Santa Catarina","Negativo / Não Detectável",4
Acre,"Negativo / Não Detectável",2
Alagoas,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
