"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","6.577"
"São Paulo","Positivo / Detectável","3.454"
"São Paulo","Inconclusivo / Indeterminado",7
"Paraná","Negativo / Não Detectável","6.349"
"Paraná","Positivo / Detectável","2.288"
"Paraná","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","3.177"
Bahia,"Positivo / Detectável","1.221"
Bahia,"Inconclusivo / Indeterminado",10
"Rio Grande do Sul","Negativo / Não Detectável","1.776"
"Rio Grande do Sul","Positivo / Detectável",667
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável","1.949"
Pernambuco,"Positivo / Detectável",309
Pernambuco,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.555"
"Santa Catarina","Positivo / Detectável",544
"Santa Catarina","Inconclusivo / Indeterminado",3
"Ceará","Negativo / Não Detectável","1.663"
"Ceará","Positivo / Detectável",388
"Ceará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável","1.254"
"Goiás","Positivo / Detectável",516
"Rio de Janeiro","Negativo / Não Detectável","1.237"
"Rio de Janeiro","Positivo / Detectável",505
"Rio de Janeiro","Inconclusivo / Indeterminado",11
"Minas Gerais","Negativo / Não Detectável","1.150"
"Minas Gerais","Positivo / Detectável",408
"Minas Gerais","Inconclusivo / Indeterminado",37
"Mato Grosso do Sul","Negativo / Não Detectável","1.009"
"Mato Grosso do Sul","Positivo / Detectável",461
Sergipe,"Negativo / Não Detectável","1.228"
Sergipe,"Positivo / Detectável",227
Tocantins,"Negativo / Não Detectável",636
Tocantins,"Positivo / Detectável",594
"Espírito Santo","Negativo / Não Detectável",847
"Espírito Santo","Positivo / Detectável",345
"Espírito Santo","Inconclusivo / Indeterminado",20
"Rondônia","Negativo / Não Detectável",615
"Rondônia","Positivo / Detectável",359
"Rondônia","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Negativo / Não Detectável",572
"Rio Grande do Norte","Positivo / Detectável",195
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",322
"Pará","Positivo / Detectável",85
"Pará","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",208
"Piauí","Positivo / Detectável",145
"Maranhão","Negativo / Não Detectável",238
"Maranhão","Positivo / Detectável",38
"Paraíba","Negativo / Não Detectável",176
"Paraíba","Positivo / Detectável",51
Amazonas,"Negativo / Não Detectável",149
Amazonas,"Positivo / Detectável",46
Acre,"Negativo / Não Detectável",134
Acre,"Positivo / Detectável",56
Roraima,"Negativo / Não Detectável",93
Roraima,"Positivo / Detectável",20
Alagoas,"Negativo / Não Detectável",91
Alagoas,"Positivo / Detectável",19
"Amapá","Negativo / Não Detectável",78
"Amapá","Positivo / Detectável",12
"Distrito Federal","Negativo / Não Detectável",23
"Distrito Federal","Positivo / Detectável",15
"Distrito Federal","Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",20
"Mato Grosso","Positivo / Detectável",15
