"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.106"
"São Paulo","Positivo / Detectável",397
"São Paulo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",728
"Paraná","Positivo / Detectável",44
"Rio de Janeiro","Positivo / Detectável",297
"Rio de Janeiro","Negativo / Não Detectável",239
"Rio de Janeiro","Inconclusivo / Indeterminado",26
Pernambuco,"Negativo / Não Detectável",278
Pernambuco,"Positivo / Detectável",128
Pernambuco,"Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável",312
Bahia,"Positivo / Detectável",50
"Minas Gerais","Negativo / Não Detectável",319
"Minas Gerais","Positivo / Detectável",16
"Minas Gerais","Inconclusivo / Indeterminado",13
Amazonas,"Negativo / Não Detectável",181
Amazonas,"Positivo / Detectável",144
"Espírito Santo","Negativo / Não Detectável",238
"Espírito Santo","Positivo / Detectável",50
"Ceará","Negativo / Não Detectável",142
"Ceará","Positivo / Detectável",110
"Ceará","Inconclusivo / Indeterminado",17
"Rio Grande do Sul","Negativo / Não Detectável",248
"Rio Grande do Sul","Positivo / Detectável",20
"Santa Catarina","Negativo / Não Detectável",190
"Santa Catarina","Positivo / Detectável",45
"Santa Catarina","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",110
"Maranhão","Positivo / Detectável",108
"Amapá","Negativo / Não Detectável",126
"Amapá","Positivo / Detectável",29
"Amapá","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",124
"Mato Grosso do Sul","Positivo / Detectável",10
"Goiás","Negativo / Não Detectável",112
"Goiás","Positivo / Detectável",12
"Rio Grande do Norte","Negativo / Não Detectável",114
"Rio Grande do Norte","Positivo / Detectável",9
"Piauí","Negativo / Não Detectável",87
"Piauí","Positivo / Detectável",7
"Pará","Negativo / Não Detectável",73
"Pará","Positivo / Detectável",19
Sergipe,"Negativo / Não Detectável",71
"Mato Grosso","Negativo / Não Detectável",59
"Mato Grosso","Positivo / Detectável",7
"Paraíba","Negativo / Não Detectável",44
"Paraíba","Positivo / Detectável",8
Alagoas,"Negativo / Não Detectável",40
Alagoas,"Positivo / Detectável",5
"Rondônia","Negativo / Não Detectável",39
"Rondônia","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",15
Roraima,"Positivo / Detectável",13
Tocantins,"Negativo / Não Detectável",26
Acre,"Positivo / Detectável",3
Acre,"Negativo / Não Detectável",2
"Distrito Federal","Negativo / Não Detectável",4
