"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",45
"São Paulo","Positivo / Detectável",8
"Paraná","Negativo / Não Detectável",37
"Paraná","Positivo / Detectável",8
Amazonas,"Negativo / Não Detectável",20
Amazonas,"Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",13
"Rio de Janeiro","Negativo / Não Detectável",9
"Rio de Janeiro","Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",8
"Piauí","Negativo / Não Detectável",6
"Piauí","Positivo / Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",8
"Minas Gerais","Negativo / Não Detectável",7
"Pará","Negativo / Não Detectável",5
"Pará","Positivo / Detectável",2
"Espírito Santo","Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",5
Tocantins,"Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",4
"Paraíba","Negativo / Não Detectável",4
Sergipe,"Negativo / Não Detectável",3
Sergipe,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
"Santa Catarina","Negativo / Não Detectável",2
"Goiás","Positivo / Detectável",1
