"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","3.963"
"São Paulo","Positivo / Detectável","1.588"
"São Paulo","Inconclusivo / Indeterminado",24
"Paraná","Negativo / Não Detectável","4.141"
"Paraná","Positivo / Detectável",894
"Paraná","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável","2.418"
"Ceará","Positivo / Detectável",316
"Ceará","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável","1.936"
"Rio Grande do Sul","Positivo / Detectável",505
"Rio Grande do Sul","Inconclusivo / Indeterminado",18
Bahia,"Negativo / Não Detectável","1.583"
Bahia,"Positivo / Detectável",795
Bahia,"Inconclusivo / Indeterminado",52
Pernambuco,"Negativo / Não Detectável","1.663"
Pernambuco,"Positivo / Detectável",225
Pernambuco,"Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável","1.255"
"Rio de Janeiro","Positivo / Detectável",448
"Rio de Janeiro","Inconclusivo / Indeterminado",24
"Santa Catarina","Negativo / Não Detectável","1.314"
"Santa Catarina","Positivo / Detectável",354
"Santa Catarina","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável","1.048"
"Minas Gerais","Positivo / Detectável",325
"Minas Gerais","Inconclusivo / Indeterminado",17
"Mato Grosso do Sul","Negativo / Não Detectável",765
"Mato Grosso do Sul","Positivo / Detectável",203
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Sergipe,"Negativo / Não Detectável",413
Sergipe,"Positivo / Detectável",318
"Rio Grande do Norte","Negativo / Não Detectável",529
"Rio Grande do Norte","Positivo / Detectável",91
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",461
"Piauí","Positivo / Detectável",149
"Rondônia","Negativo / Não Detectável",327
"Rondônia","Positivo / Detectável",145
"Rondônia","Inconclusivo / Indeterminado",6
"Goiás","Negativo / Não Detectável",264
"Goiás","Positivo / Detectável",91
"Pará","Negativo / Não Detectável",243
"Pará","Positivo / Detectável",64
"Pará","Inconclusivo / Indeterminado",3
Tocantins,"Negativo / Não Detectável",190
Tocantins,"Positivo / Detectável",117
Amazonas,"Negativo / Não Detectável",249
Amazonas,"Positivo / Detectável",51
Amazonas,"Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",164
"Paraíba","Positivo / Detectável",41
"Mato Grosso","Negativo / Não Detectável",117
"Mato Grosso","Positivo / Detectável",32
"Maranhão","Negativo / Não Detectável",135
"Maranhão","Positivo / Detectável",12
Acre,"Negativo / Não Detectável",112
Acre,"Positivo / Detectável",25
Acre,"Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",80
"Espírito Santo","Positivo / Detectável",29
Alagoas,"Negativo / Não Detectável",71
Alagoas,"Positivo / Detectável",13
Roraima,"Positivo / Detectável",55
Roraima,"Negativo / Não Detectável",13
"Distrito Federal","Negativo / Não Detectável",17
"Distrito Federal","Positivo / Detectável",4
"Amapá","Negativo / Não Detectável",5
