"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","6.211"
"Paraná","Positivo / Detectável","2.053"
"Paraná","Inconclusivo / Indeterminado",41
"São Paulo","Negativo / Não Detectável","3.725"
"São Paulo","Positivo / Detectável","2.708"
"São Paulo","Inconclusivo / Indeterminado",24
Bahia,"Negativo / Não Detectável","1.604"
Bahia,"Positivo / Detectável","1.057"
Bahia,"Inconclusivo / Indeterminado",16
"Santa Catarina","Negativo / Não Detectável","1.092"
"Santa Catarina","Positivo / Detectável",841
"Santa Catarina","Inconclusivo / Indeterminado",6
Pernambuco,"Negativo / Não Detectável",964
Pernambuco,"Positivo / Detectável",645
Pernambuco,"Inconclusivo / Indeterminado",48
"Ceará","Negativo / Não Detectável","1.283"
"Ceará","Positivo / Detectável",276
"Ceará","Inconclusivo / Indeterminado",6
"Rio Grande do Sul","Negativo / Não Detectável",939
"Rio Grande do Sul","Positivo / Detectável",570
"Rio Grande do Sul","Inconclusivo / Indeterminado",10
"Minas Gerais","Negativo / Não Detectável",847
"Minas Gerais","Positivo / Detectável",412
"Minas Gerais","Inconclusivo / Indeterminado",49
"Rio de Janeiro","Negativo / Não Detectável",940
"Rio de Janeiro","Positivo / Detectável",243
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",815
"Mato Grosso do Sul","Positivo / Detectável",305
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",599
"Espírito Santo","Positivo / Detectável",408
"Espírito Santo","Inconclusivo / Indeterminado",22
Sergipe,"Positivo / Detectável",551
Sergipe,"Negativo / Não Detectável",228
"Rio Grande do Norte","Negativo / Não Detectável",431
"Rio Grande do Norte","Positivo / Detectável",243
"Rondônia","Negativo / Não Detectável",339
"Rondônia","Positivo / Detectável",315
"Rondônia","Inconclusivo / Indeterminado",13
Tocantins,"Positivo / Detectável",251
Tocantins,"Negativo / Não Detectável",203
"Goiás","Negativo / Não Detectável",248
"Goiás","Positivo / Detectável",156
"Piauí","Negativo / Não Detectável",199
"Piauí","Positivo / Detectável",135
Acre,"Negativo / Não Detectável",169
Acre,"Positivo / Detectável",125
Acre,"Inconclusivo / Indeterminado",15
"Pará","Negativo / Não Detectável",189
"Pará","Positivo / Detectável",79
"Paraíba","Negativo / Não Detectável",101
"Paraíba","Positivo / Detectável",89
"Maranhão","Negativo / Não Detectável",156
"Maranhão","Positivo / Detectável",26
Amazonas,"Negativo / Não Detectável",131
Amazonas,"Positivo / Detectável",42
Amazonas,"Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",72
Roraima,"Positivo / Detectável",42
Alagoas,"Negativo / Não Detectável",48
Alagoas,"Positivo / Detectável",43
"Amapá","Negativo / Não Detectável",70
"Amapá","Positivo / Detectável",18
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",2
"Mato Grosso","Positivo / Detectável",7
"Mato Grosso","Negativo / Não Detectável",3
