"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.262"
"São Paulo","Positivo / Detectável",89
"São Paulo","Inconclusivo / Indeterminado",1
"Paraná","Negativo / Não Detectável",308
"Paraná","Positivo / Detectável",62
"Minas Gerais","Negativo / Não Detectável",258
"Minas Gerais","Positivo / Detectável",25
Bahia,"Negativo / Não Detectável",210
Bahia,"Positivo / Detectável",34
"Santa Catarina","Negativo / Não Detectável",179
"Santa Catarina","Positivo / Detectável",18
"Santa Catarina","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",135
"Goiás","Positivo / Detectável",11
"Rio de Janeiro","Negativo / Não Detectável",121
"Rio de Janeiro","Positivo / Detectável",11
"Rio Grande do Sul","Negativo / Não Detectável",109
"Rio Grande do Sul","Positivo / Detectável",3
"Espírito Santo","Negativo / Não Detectável",105
"Espírito Santo","Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",56
Pernambuco,"Positivo / Detectável",13
Amazonas,"Negativo / Não Detectável",54
Amazonas,"Positivo / Detectável",5
"Ceará","Negativo / Não Detectável",26
"Ceará","Positivo / Detectável",24
"Piauí","Negativo / Não Detectável",34
"Piauí","Positivo / Detectável",11
"Pará","Negativo / Não Detectável",26
"Pará","Positivo / Detectável",14
"Paraíba","Negativo / Não Detectável",31
"Paraíba","Positivo / Detectável",4
"Rondônia","Negativo / Não Detectável",30
"Rondônia","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",28
"Mato Grosso do Sul","Positivo / Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",19
"Rio Grande do Norte","Positivo / Detectável",10
"Maranhão","Negativo / Não Detectável",19
"Maranhão","Positivo / Detectável",5
Tocantins,"Negativo / Não Detectável",19
Alagoas,"Negativo / Não Detectável",15
Sergipe,"Negativo / Não Detectável",10
Sergipe,"Positivo / Detectável",2
Acre,"Negativo / Não Detectável",8
Acre,"Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",8
"Mato Grosso","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",6
Roraima,"Positivo / Detectável",1
"Amapá","Negativo / Não Detectável",4
