"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.989"
"Paraná","Positivo / Detectável","1.859"
"Paraná","Inconclusivo / Indeterminado",2
"São Paulo","Negativo / Não Detectável","5.163"
"São Paulo","Positivo / Detectável","2.356"
"São Paulo","Inconclusivo / Indeterminado",65
Bahia,"Negativo / Não Detectável","1.660"
Bahia,"Positivo / Detectável",897
Bahia,"Inconclusivo / Indeterminado",6
"Rio Grande do Sul","Negativo / Não Detectável","1.559"
"Rio Grande do Sul","Positivo / Detectável",666
"Rio Grande do Sul","Inconclusivo / Indeterminado",8
Pernambuco,"Negativo / Não Detectável","1.779"
Pernambuco,"Positivo / Detectável",278
Pernambuco,"Inconclusivo / Indeterminado",6
"Santa Catarina","Negativo / Não Detectável","1.553"
"Santa Catarina","Positivo / Detectável",400
"Ceará","Negativo / Não Detectável","1.602"
"Ceará","Positivo / Detectável",317
"Ceará","Inconclusivo / Indeterminado",3
"Rio de Janeiro","Negativo / Não Detectável","1.341"
"Rio de Janeiro","Positivo / Detectável",383
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável","1.171"
"Minas Gerais","Positivo / Detectável",468
"Minas Gerais","Inconclusivo / Indeterminado",44
"Mato Grosso do Sul","Negativo / Não Detectável",989
"Mato Grosso do Sul","Positivo / Detectável",493
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",855
"Espírito Santo","Positivo / Detectável",247
"Espírito Santo","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Negativo / Não Detectável",773
"Rio Grande do Norte","Positivo / Detectável",212
"Goiás","Negativo / Não Detectável",569
"Goiás","Positivo / Detectável",288
"Goiás","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",604
"Rondônia","Positivo / Detectável",245
Tocantins,"Negativo / Não Detectável",426
Tocantins,"Positivo / Detectável",406
Sergipe,"Negativo / Não Detectável",645
Sergipe,"Positivo / Detectável",104
"Piauí","Negativo / Não Detectável",561
"Piauí","Positivo / Detectável",186
"Piauí","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",301
"Pará","Positivo / Detectável",48
"Maranhão","Negativo / Não Detectável",266
"Maranhão","Positivo / Detectável",30
"Maranhão","Inconclusivo / Indeterminado",2
Amazonas,"Negativo / Não Detectável",192
Amazonas,"Positivo / Detectável",35
Acre,"Negativo / Não Detectável",145
Acre,"Positivo / Detectável",47
"Paraíba","Negativo / Não Detectável",139
"Paraíba","Positivo / Detectável",46
"Mato Grosso","Negativo / Não Detectável",137
"Mato Grosso","Positivo / Detectável",17
Alagoas,"Negativo / Não Detectável",134
Alagoas,"Positivo / Detectável",9
Roraima,"Negativo / Não Detectável",56
Roraima,"Positivo / Detectável",10
"Amapá","Negativo / Não Detectável",61
"Amapá","Positivo / Detectável",1
"Distrito Federal","Positivo / Detectável",15
"Distrito Federal","Negativo / Não Detectável",12
