"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.475"
"São Paulo","Positivo / Detectável","1.191"
"São Paulo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável","1.219"
"Paraná","Positivo / Detectável",535
Bahia,"Negativo / Não Detectável",583
Bahia,"Positivo / Detectável",317
Bahia,"Inconclusivo / Indeterminado",7
"Rio Grande do Sul","Negativo / Não Detectável",405
"Rio Grande do Sul","Positivo / Detectável",324
"Santa Catarina","Negativo / Não Detectável",327
"Santa Catarina","Positivo / Detectável",231
"Minas Gerais","Negativo / Não Detectável",337
"Minas Gerais","Positivo / Detectável",164
"Minas Gerais","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",315
"Mato Grosso do Sul","Positivo / Detectável",148
Pernambuco,"Negativo / Não Detectável",357
Pernambuco,"Positivo / Detectável",65
Pernambuco,"Inconclusivo / Indeterminado",2
"Espírito Santo","Positivo / Detectável",201
"Espírito Santo","Negativo / Não Detectável",187
"Espírito Santo","Inconclusivo / Indeterminado",11
"Ceará","Negativo / Não Detectável",227
"Ceará","Positivo / Detectável",107
"Ceará","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",192
"Rio de Janeiro","Positivo / Detectável",107
"Rio de Janeiro","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",142
Sergipe,"Positivo / Detectável",76
"Rio Grande do Norte","Negativo / Não Detectável",120
"Rio Grande do Norte","Positivo / Detectável",65
Tocantins,"Positivo / Detectável",119
Tocantins,"Negativo / Não Detectável",64
"Rondônia","Positivo / Detectável",105
"Rondônia","Negativo / Não Detectável",67
"Rondônia","Inconclusivo / Indeterminado",6
"Pará","Negativo / Não Detectável",153
"Pará","Positivo / Detectável",20
"Goiás","Positivo / Detectável",91
"Goiás","Negativo / Não Detectável",74
"Paraíba","Negativo / Não Detectável",55
"Paraíba","Positivo / Detectável",46
"Piauí","Negativo / Não Detectável",58
"Piauí","Positivo / Detectável",24
Acre,"Negativo / Não Detectável",44
Acre,"Positivo / Detectável",34
"Maranhão","Negativo / Não Detectável",62
"Maranhão","Positivo / Detectável",16
Alagoas,"Negativo / Não Detectável",31
Alagoas,"Positivo / Detectável",8
"Amapá","Negativo / Não Detectável",36
"Amapá","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",26
Roraima,"Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",10
Amazonas,"Positivo / Detectável",4
"Distrito Federal","Positivo / Detectável",3
"Distrito Federal","Negativo / Não Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
