"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",38
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",32
"São Paulo","Positivo / Detectável",8
"Rio de Janeiro","Negativo / Não Detectável",27
"Rio de Janeiro","Positivo / Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",19
"Rio Grande do Sul","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",11
Bahia,"Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",12
"Mato Grosso do Sul","Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",13
"Ceará","Negativo / Não Detectável",10
Acre,"Negativo / Não Detectável",5
Acre,"Positivo / Detectável",3
"Paraíba","Negativo / Não Detectável",8
"Goiás","Negativo / Não Detectável",5
Pernambuco,"Negativo / Não Detectável",5
"Rondônia","Negativo / Não Detectável",5
Amazonas,"Negativo / Não Detectável",4
"Espírito Santo","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",1
Sergipe,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",2
"Pará","Negativo / Não Detectável",1
