"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",919
"São Paulo","Positivo / Detectável",289
"São Paulo","Inconclusivo / Indeterminado",10
"Rio de Janeiro","Positivo / Detectável",613
"Rio de Janeiro","Negativo / Não Detectável",295
"Rio de Janeiro","Inconclusivo / Indeterminado",42
Pernambuco,"Positivo / Detectável",413
Pernambuco,"Negativo / Não Detectável",385
Pernambuco,"Inconclusivo / Indeterminado",22
"Paraná","Negativo / Não Detectável",676
"Paraná","Positivo / Detectável",39
"Minas Gerais","Negativo / Não Detectável",616
"Minas Gerais","Positivo / Detectável",17
Amazonas,"Positivo / Detectável",336
Amazonas,"Negativo / Não Detectável",272
Amazonas,"Inconclusivo / Indeterminado",9
Bahia,"Negativo / Não Detectável",436
Bahia,"Positivo / Detectável",70
"Amapá","Negativo / Não Detectável",326
"Amapá","Positivo / Detectável",127
"Ceará","Positivo / Detectável",265
"Ceará","Negativo / Não Detectável",166
"Ceará","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",306
"Espírito Santo","Positivo / Detectável",95
"Espírito Santo","Inconclusivo / Indeterminado",2
"Pará","Positivo / Detectável",185
"Pará","Negativo / Não Detectável",84
"Pará","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável",234
"Santa Catarina","Positivo / Detectável",35
"Maranhão","Positivo / Detectável",167
"Maranhão","Negativo / Não Detectável",100
"Rio Grande do Sul","Negativo / Não Detectável",219
"Rio Grande do Sul","Positivo / Detectável",15
"Goiás","Negativo / Não Detectável",132
"Goiás","Positivo / Detectável",7
Sergipe,"Negativo / Não Detectável",123
Sergipe,"Positivo / Detectável",14
"Piauí","Negativo / Não Detectável",124
"Piauí","Positivo / Detectável",9
"Mato Grosso do Sul","Negativo / Não Detectável",122
"Mato Grosso do Sul","Positivo / Detectável",7
"Rondônia","Negativo / Não Detectável",100
"Rondônia","Positivo / Detectável",13
"Paraíba","Negativo / Não Detectável",76
"Paraíba","Positivo / Detectável",20
"Rio Grande do Norte","Negativo / Não Detectável",72
"Rio Grande do Norte","Positivo / Detectável",16
Alagoas,"Negativo / Não Detectável",53
Alagoas,"Positivo / Detectável",26
Acre,"Negativo / Não Detectável",63
Acre,"Positivo / Detectável",9
"Mato Grosso","Negativo / Não Detectável",40
"Mato Grosso","Positivo / Detectável",5
Roraima,"Positivo / Detectável",20
Roraima,"Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",12
Tocantins,"Positivo / Detectável",2
