"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",41
"Paraná","Positivo / Detectável",7
Bahia,"Negativo / Não Detectável",34
Bahia,"Positivo / Detectável",8
"Mato Grosso do Sul","Negativo / Não Detectável",35
"Mato Grosso do Sul","Positivo / Detectável",3
"São Paulo","Negativo / Não Detectável",21
"São Paulo","Positivo / Detectável",9
"Rio Grande do Sul","Negativo / Não Detectável",19
"Minas Gerais","Negativo / Não Detectável",15
"Minas Gerais","Positivo / Detectável",2
"Minas Gerais","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",13
Pernambuco,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",7
"Ceará","Positivo / Detectável",5
"Goiás","Negativo / Não Detectável",8
"Goiás","Positivo / Detectável",2
"Pará","Negativo / Não Detectável",6
"Pará","Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",9
"Espírito Santo","Negativo / Não Detectável",8
"Rio de Janeiro","Negativo / Não Detectável",7
"Rio de Janeiro","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",6
"Santa Catarina","Negativo / Não Detectável",6
"Maranhão","Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",3
"Piauí","Negativo / Não Detectável",3
Acre,"Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",1
