"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",588
"São Paulo","Positivo / Detectável",288
"São Paulo","Inconclusivo / Indeterminado",12
Bahia,"Negativo / Não Detectável",360
Bahia,"Positivo / Detectável",297
Bahia,"Inconclusivo / Indeterminado",5
"Espírito Santo","Positivo / Detectável",331
"Espírito Santo","Negativo / Não Detectável",159
"Espírito Santo","Inconclusivo / Indeterminado",15
Pernambuco,"Negativo / Não Detectável",270
Pernambuco,"Positivo / Detectável",169
Pernambuco,"Inconclusivo / Indeterminado",24
"Paraná","Negativo / Não Detectável",306
"Paraná","Positivo / Detectável",52
Sergipe,"Positivo / Detectável",226
Sergipe,"Negativo / Não Detectável",118
"Ceará","Positivo / Detectável",195
"Ceará","Negativo / Não Detectável",132
"Rio de Janeiro","Positivo / Detectável",189
"Rio de Janeiro","Negativo / Não Detectável",127
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",156
"Minas Gerais","Positivo / Detectável",49
"Minas Gerais","Inconclusivo / Indeterminado",3
"Amapá","Positivo / Detectável",136
"Amapá","Negativo / Não Detectável",66
"Amapá","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",143
"Rio Grande do Sul","Positivo / Detectável",41
"Santa Catarina","Negativo / Não Detectável",127
"Santa Catarina","Positivo / Detectável",49
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",158
"Mato Grosso do Sul","Positivo / Detectável",14
"Pará","Negativo / Não Detectável",88
"Pará","Positivo / Detectável",75
Tocantins,"Negativo / Não Detectável",106
Tocantins,"Positivo / Detectável",56
"Piauí","Negativo / Não Detectável",98
"Piauí","Positivo / Detectável",55
Alagoas,"Positivo / Detectável",100
Alagoas,"Negativo / Não Detectável",24
"Rio Grande do Norte","Positivo / Detectável",75
"Rio Grande do Norte","Negativo / Não Detectável",42
"Rondônia","Positivo / Detectável",66
"Rondônia","Negativo / Não Detectável",41
"Rondônia","Inconclusivo / Indeterminado",4
"Goiás","Negativo / Não Detectável",93
"Goiás","Positivo / Detectável",16
"Paraíba","Positivo / Detectável",69
"Paraíba","Negativo / Não Detectável",38
Amazonas,"Negativo / Não Detectável",51
Amazonas,"Positivo / Detectável",40
"Mato Grosso","Negativo / Não Detectável",54
"Mato Grosso","Positivo / Detectável",34
"Maranhão","Positivo / Detectável",43
"Maranhão","Negativo / Não Detectável",39
Acre,"Positivo / Detectável",42
Acre,"Negativo / Não Detectável",15
Roraima,"Positivo / Detectável",17
Roraima,"Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
