"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.314"
"São Paulo","Positivo / Detectável",767
"São Paulo","Inconclusivo / Indeterminado",5
"Paraná","Negativo / Não Detectável","1.434"
"Paraná","Positivo / Detectável",502
Bahia,"Negativo / Não Detectável",438
Bahia,"Positivo / Detectável",170
Bahia,"Inconclusivo / Indeterminado",15
"Rio Grande do Sul","Negativo / Não Detectável",402
"Rio Grande do Sul","Positivo / Detectável",165
"Rio Grande do Sul","Inconclusivo / Indeterminado",11
"Minas Gerais","Negativo / Não Detectável",337
"Minas Gerais","Positivo / Detectável",157
"Minas Gerais","Inconclusivo / Indeterminado",10
"Espírito Santo","Negativo / Não Detectável",317
"Espírito Santo","Positivo / Detectável",179
"Espírito Santo","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",321
"Mato Grosso do Sul","Positivo / Detectável",156
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",274
"Rio de Janeiro","Positivo / Detectável",184
"Rio de Janeiro","Inconclusivo / Indeterminado",7
"Ceará","Negativo / Não Detectável",274
"Ceará","Positivo / Detectável",90
"Ceará","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",232
"Santa Catarina","Positivo / Detectável",88
"Santa Catarina","Inconclusivo / Indeterminado",4
Pernambuco,"Negativo / Não Detectável",287
Pernambuco,"Positivo / Detectável",31
"Piauí","Negativo / Não Detectável",173
"Piauí","Positivo / Detectável",59
"Rio Grande do Norte","Negativo / Não Detectável",145
"Rio Grande do Norte","Positivo / Detectável",55
Sergipe,"Negativo / Não Detectável",114
Sergipe,"Positivo / Detectável",34
Tocantins,"Positivo / Detectável",55
Tocantins,"Negativo / Não Detectável",44
"Goiás","Negativo / Não Detectável",47
"Goiás","Positivo / Detectável",44
"Rondônia","Negativo / Não Detectável",74
"Rondônia","Positivo / Detectável",14
"Pará","Negativo / Não Detectável",71
"Pará","Positivo / Detectável",15
"Pará","Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",59
"Paraíba","Positivo / Detectável",20
"Maranhão","Negativo / Não Detectável",51
"Maranhão","Positivo / Detectável",3
Amazonas,"Negativo / Não Detectável",26
Amazonas,"Positivo / Detectável",14
Acre,"Negativo / Não Detectável",30
Acre,"Positivo / Detectável",6
Alagoas,"Negativo / Não Detectável",26
Alagoas,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",6
"Distrito Federal","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",5
"Mato Grosso","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",5
