"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.720"
"Paraná","Positivo / Detectável",992
"Paraná","Inconclusivo / Indeterminado",11
"São Paulo","Negativo / Não Detectável","1.474"
"São Paulo","Positivo / Detectável","1.243"
"São Paulo","Inconclusivo / Indeterminado",14
Bahia,"Negativo / Não Detectável",638
Bahia,"Positivo / Detectável",425
Bahia,"Inconclusivo / Indeterminado",5
"Rio Grande do Sul","Negativo / Não Detectável",443
"Rio Grande do Sul","Positivo / Detectável",345
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Santa Catarina","Positivo / Detectável",317
"Santa Catarina","Negativo / Não Detectável",308
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",393
"Mato Grosso do Sul","Positivo / Detectável",203
"Minas Gerais","Negativo / Não Detectável",328
"Minas Gerais","Positivo / Detectável",215
"Minas Gerais","Inconclusivo / Indeterminado",18
"Espírito Santo","Negativo / Não Detectável",266
"Espírito Santo","Positivo / Detectável",180
"Espírito Santo","Inconclusivo / Indeterminado",11
Sergipe,"Positivo / Detectável",317
Sergipe,"Negativo / Não Detectável",102
Pernambuco,"Negativo / Não Detectável",216
Pernambuco,"Positivo / Detectável",174
Pernambuco,"Inconclusivo / Indeterminado",13
"Rio de Janeiro","Negativo / Não Detectável",244
"Rio de Janeiro","Positivo / Detectável",112
"Ceará","Negativo / Não Detectável",251
"Ceará","Positivo / Detectável",78
"Ceará","Inconclusivo / Indeterminado",2
"Rondônia","Negativo / Não Detectável",116
"Rondônia","Positivo / Detectável",102
"Rondônia","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",120
"Goiás","Positivo / Detectável",86
"Pará","Negativo / Não Detectável",150
"Pará","Positivo / Detectável",55
"Rio Grande do Norte","Negativo / Não Detectável",113
"Rio Grande do Norte","Positivo / Detectável",83
Tocantins,"Positivo / Detectável",110
Tocantins,"Negativo / Não Detectável",61
"Piauí","Negativo / Não Detectável",69
"Piauí","Positivo / Detectável",69
"Piauí","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",92
Acre,"Positivo / Detectável",42
Acre,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",44
"Paraíba","Positivo / Detectável",27
Alagoas,"Negativo / Não Detectável",40
Alagoas,"Positivo / Detectável",17
"Amapá","Negativo / Não Detectável",32
"Amapá","Positivo / Detectável",13
"Maranhão","Negativo / Não Detectável",34
"Maranhão","Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",19
Roraima,"Positivo / Detectável",12
Amazonas,"Negativo / Não Detectável",5
Amazonas,"Positivo / Detectável",5
"Mato Grosso","Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",3
