"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",851
"São Paulo","Positivo / Detectável",335
"São Paulo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",879
"Paraná","Positivo / Detectável",63
"Rio de Janeiro","Positivo / Detectável",325
"Rio de Janeiro","Negativo / Não Detectável",240
"Rio de Janeiro","Inconclusivo / Indeterminado",31
Pernambuco,"Negativo / Não Detectável",330
Pernambuco,"Positivo / Detectável",186
Pernambuco,"Inconclusivo / Indeterminado",7
"Ceará","Negativo / Não Detectável",206
"Ceará","Positivo / Detectável",146
"Ceará","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável",334
"Minas Gerais","Positivo / Detectável",11
"Minas Gerais","Inconclusivo / Indeterminado",5
"Espírito Santo","Negativo / Não Detectável",271
"Espírito Santo","Positivo / Detectável",62
Amazonas,"Positivo / Detectável",174
Amazonas,"Negativo / Não Detectável",143
Amazonas,"Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável",301
Bahia,"Positivo / Detectável",18
Bahia,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",241
"Santa Catarina","Positivo / Detectável",25
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",188
"Rio Grande do Sul","Positivo / Detectável",15
"Maranhão","Positivo / Detectável",105
"Maranhão","Negativo / Não Detectável",83
"Goiás","Negativo / Não Detectável",146
"Goiás","Positivo / Detectável",19
"Pará","Negativo / Não Detectável",101
"Pará","Positivo / Detectável",58
"Mato Grosso do Sul","Negativo / Não Detectável",139
"Mato Grosso do Sul","Positivo / Detectável",5
"Rio Grande do Norte","Negativo / Não Detectável",85
"Rio Grande do Norte","Positivo / Detectável",17
"Piauí","Negativo / Não Detectável",69
"Piauí","Positivo / Detectável",5
"Mato Grosso","Negativo / Não Detectável",67
"Mato Grosso","Positivo / Detectável",2
Sergipe,"Negativo / Não Detectável",68
Sergipe,"Positivo / Detectável",1
"Amapá","Negativo / Não Detectável",46
"Amapá","Positivo / Detectável",22
Alagoas,"Negativo / Não Detectável",57
Alagoas,"Positivo / Detectável",10
"Paraíba","Negativo / Não Detectável",35
"Paraíba","Positivo / Detectável",16
"Rondônia","Negativo / Não Detectável",44
"Rondônia","Positivo / Detectável",6
"Rondônia","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",44
Tocantins,"Positivo / Detectável",3
Roraima,"Negativo / Não Detectável",28
Roraima,"Positivo / Detectável",13
Acre,"Negativo / Não Detectável",27
Acre,"Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",4
