"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",50
"Paraná","Positivo / Detectável",9
"Minas Gerais","Negativo / Não Detectável",36
"Minas Gerais","Positivo / Detectável",2
"Minas Gerais","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável",27
"São Paulo","Positivo / Detectável",5
"Mato Grosso do Sul","Negativo / Não Detectável",26
"Mato Grosso do Sul","Positivo / Detectável",3
Bahia,"Negativo / Não Detectável",8
Bahia,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",9
Amazonas,"Negativo / Não Detectável",8
"Goiás","Negativo / Não Detectável",6
"Goiás","Positivo / Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",8
"Rio de Janeiro","Negativo / Não Detectável",8
"Santa Catarina","Negativo / Não Detectável",6
"Paraíba","Negativo / Não Detectável",4
"Paraíba","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",4
Pernambuco,"Negativo / Não Detectável",4
"Espírito Santo","Negativo / Não Detectável",1
"Espírito Santo","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",1
Roraima,"Negativo / Não Detectável",1
