"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",49
"Paraná","Positivo / Detectável",7
"São Paulo","Negativo / Não Detectável",47
"São Paulo","Positivo / Detectável",7
"Minas Gerais","Negativo / Não Detectável",36
"Minas Gerais","Positivo / Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",27
"Mato Grosso do Sul","Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",21
"Rio de Janeiro","Negativo / Não Detectável",12
"Rio de Janeiro","Positivo / Detectável",8
Amazonas,"Negativo / Não Detectável",10
Amazonas,"Positivo / Detectável",5
"Rio Grande do Sul","Negativo / Não Detectável",15
Acre,"Negativo / Não Detectável",13
Acre,"Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",8
Bahia,"Negativo / Não Detectável",5
"Ceará","Negativo / Não Detectável",2
"Ceará","Positivo / Detectável",2
"Santa Catarina","Positivo / Detectável",2
"Santa Catarina","Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",2
Tocantins,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Paraíba","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",1
Sergipe,"Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",1
Roraima,"Negativo / Não Detectável",1
