"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",758
"São Paulo","Positivo / Detectável",514
"São Paulo","Inconclusivo / Indeterminado",14
Bahia,"Negativo / Não Detectável",721
Bahia,"Positivo / Detectável",364
Bahia,"Inconclusivo / Indeterminado",11
"Paraná","Negativo / Não Detectável",707
"Paraná","Positivo / Detectável",224
"Paraná","Inconclusivo / Indeterminado",7
"Espírito Santo","Positivo / Detectável",330
"Espírito Santo","Negativo / Não Detectável",181
"Espírito Santo","Inconclusivo / Indeterminado",34
"Mato Grosso do Sul","Negativo / Não Detectável",319
"Mato Grosso do Sul","Positivo / Detectável",46
"Santa Catarina","Negativo / Não Detectável",220
"Santa Catarina","Positivo / Detectável",93
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",201
"Rio de Janeiro","Positivo / Detectável",109
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",196
"Minas Gerais","Positivo / Detectável",87
"Minas Gerais","Inconclusivo / Indeterminado",7
Pernambuco,"Positivo / Detectável",137
Pernambuco,"Negativo / Não Detectável",136
Pernambuco,"Inconclusivo / Indeterminado",14
"Ceará","Negativo / Não Detectável",139
"Ceará","Positivo / Detectável",118
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",167
"Rio Grande do Sul","Positivo / Detectável",66
Sergipe,"Positivo / Detectável",162
Sergipe,"Negativo / Não Detectável",47
"Rio Grande do Norte","Positivo / Detectável",116
"Rio Grande do Norte","Negativo / Não Detectável",78
"Piauí","Positivo / Detectável",99
"Piauí","Negativo / Não Detectável",93
Tocantins,"Negativo / Não Detectável",131
Tocantins,"Positivo / Detectável",57
"Rondônia","Negativo / Não Detectável",100
"Rondônia","Positivo / Detectável",79
"Rondônia","Inconclusivo / Indeterminado",7
"Amapá","Positivo / Detectável",98
"Amapá","Negativo / Não Detectável",77
"Amapá","Inconclusivo / Indeterminado",1
Acre,"Positivo / Detectável",78
Acre,"Negativo / Não Detectável",64
Acre,"Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",86
"Goiás","Positivo / Detectável",51
"Maranhão","Negativo / Não Detectável",118
"Maranhão","Positivo / Detectável",19
"Pará","Negativo / Não Detectável",69
"Pará","Positivo / Detectável",48
Alagoas,"Positivo / Detectável",69
Alagoas,"Negativo / Não Detectável",45
"Paraíba","Positivo / Detectável",37
"Paraíba","Negativo / Não Detectável",34
Roraima,"Positivo / Detectável",56
Roraima,"Negativo / Não Detectável",13
"Mato Grosso","Negativo / Não Detectável",5
"Mato Grosso","Positivo / Detectável",4
Amazonas,"Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",2
"Distrito Federal","Negativo / Não Detectável",2
"Distrito Federal","Positivo / Detectável",2
