"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.051"
"São Paulo","Positivo / Detectável",963
"São Paulo","Inconclusivo / Indeterminado",13
"Paraná","Negativo / Não Detectável","1.017"
"Paraná","Positivo / Detectável",557
"Paraná","Inconclusivo / Indeterminado",12
Bahia,"Negativo / Não Detectável",673
Bahia,"Positivo / Detectável",409
Bahia,"Inconclusivo / Indeterminado",6
"Minas Gerais","Negativo / Não Detectável",362
"Minas Gerais","Positivo / Detectável",262
"Minas Gerais","Inconclusivo / Indeterminado",9
"Rio Grande do Sul","Negativo / Não Detectável",300
"Rio Grande do Sul","Positivo / Detectável",202
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",217
"Espírito Santo","Positivo / Detectável",215
"Espírito Santo","Inconclusivo / Indeterminado",7
"Mato Grosso do Sul","Negativo / Não Detectável",295
"Mato Grosso do Sul","Positivo / Detectável",125
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",302
Sergipe,"Negativo / Não Detectável",56
"Rio de Janeiro","Negativo / Não Detectável",228
"Rio de Janeiro","Positivo / Detectável",128
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Santa Catarina","Positivo / Detectável",188
"Santa Catarina","Negativo / Não Detectável",138
Pernambuco,"Negativo / Não Detectável",159
Pernambuco,"Positivo / Detectável",136
Pernambuco,"Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável",137
"Ceará","Positivo / Detectável",55
"Ceará","Inconclusivo / Indeterminado",1
"Mato Grosso","Positivo / Detectável",96
"Mato Grosso","Negativo / Não Detectável",74
"Mato Grosso","Inconclusivo / Indeterminado",1
"Goiás","Positivo / Detectável",89
"Goiás","Negativo / Não Detectável",62
"Rio Grande do Norte","Negativo / Não Detectável",74
"Rio Grande do Norte","Positivo / Detectável",70
"Piauí","Positivo / Detectável",73
"Piauí","Negativo / Não Detectável",64
"Rondônia","Negativo / Não Detectável",80
"Rondônia","Positivo / Detectável",41
"Rondônia","Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",68
"Paraíba","Positivo / Detectável",48
Acre,"Positivo / Detectável",73
Acre,"Negativo / Não Detectável",40
Tocantins,"Positivo / Detectável",62
Tocantins,"Negativo / Não Detectável",36
Tocantins,"Inconclusivo / Indeterminado",4
"Pará","Negativo / Não Detectável",69
"Pará","Positivo / Detectável",23
Alagoas,"Negativo / Não Detectável",44
Alagoas,"Positivo / Detectável",14
"Maranhão","Negativo / Não Detectável",40
"Maranhão","Positivo / Detectável",10
Amazonas,"Negativo / Não Detectável",27
Amazonas,"Positivo / Detectável",22
"Amapá","Negativo / Não Detectável",33
"Amapá","Positivo / Detectável",15
Roraima,"Negativo / Não Detectável",30
Roraima,"Positivo / Detectável",13
"Distrito Federal","Negativo / Não Detectável",4
