"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",135
"São Paulo","Positivo / Detectável",33
"Minas Gerais","Negativo / Não Detectável",105
"Minas Gerais","Positivo / Detectável",4
"Rio de Janeiro","Negativo / Não Detectável",68
"Rio de Janeiro","Positivo / Detectável",21
"Paraná","Negativo / Não Detectável",74
"Paraná","Positivo / Detectável",12
"Rio Grande do Sul","Negativo / Não Detectável",53
"Rio Grande do Sul","Positivo / Detectável",21
Bahia,"Negativo / Não Detectável",39
Bahia,"Positivo / Detectável",21
"Mato Grosso do Sul","Negativo / Não Detectável",43
"Mato Grosso do Sul","Positivo / Detectável",11
"Santa Catarina","Negativo / Não Detectável",47
"Santa Catarina","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",32
Amazonas,"Positivo / Detectável",3
"Ceará","Negativo / Não Detectável",21
"Ceará","Positivo / Detectável",12
"Espírito Santo","Negativo / Não Detectável",28
"Espírito Santo","Positivo / Detectável",3
Sergipe,"Negativo / Não Detectável",20
Sergipe,"Positivo / Detectável",5
"Goiás","Negativo / Não Detectável",16
"Goiás","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",9
"Piauí","Positivo / Detectável",5
"Maranhão","Negativo / Não Detectável",10
"Maranhão","Positivo / Detectável",2
Pernambuco,"Negativo / Não Detectável",6
Pernambuco,"Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",11
"Rio Grande do Norte","Negativo / Não Detectável",9
"Rio Grande do Norte","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",5
"Paraíba","Positivo / Detectável",3
Acre,"Negativo / Não Detectável",7
Alagoas,"Negativo / Não Detectável",5
Alagoas,"Positivo / Detectável",2
"Rondônia","Negativo / Não Detectável",7
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",6
"Pará","Negativo / Não Detectável",3
"Pará","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",5
