"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","3.865"
"Paraná","Positivo / Detectável","1.506"
"Paraná","Inconclusivo / Indeterminado",28
"São Paulo","Negativo / Não Detectável","2.509"
"São Paulo","Positivo / Detectável","1.520"
"São Paulo","Inconclusivo / Indeterminado",17
Bahia,"Negativo / Não Detectável","1.250"
Bahia,"Positivo / Detectável",730
Bahia,"Inconclusivo / Indeterminado",19
"Mato Grosso","Negativo / Não Detectável",608
"Mato Grosso","Positivo / Detectável",511
"Mato Grosso","Inconclusivo / Indeterminado",11
"Minas Gerais","Negativo / Não Detectável",738
"Minas Gerais","Positivo / Detectável",344
"Minas Gerais","Inconclusivo / Indeterminado",17
"Rio Grande do Sul","Negativo / Não Detectável",719
"Rio Grande do Sul","Positivo / Detectável",370
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável",696
"Rio de Janeiro","Positivo / Detectável",308
"Rio de Janeiro","Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável",535
"Santa Catarina","Positivo / Detectável",387
"Espírito Santo","Positivo / Detectável",480
"Espírito Santo","Negativo / Não Detectável",419
"Espírito Santo","Inconclusivo / Indeterminado",10
"Mato Grosso do Sul","Negativo / Não Detectável",716
"Mato Grosso do Sul","Positivo / Detectável",185
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",628
Sergipe,"Negativo / Não Detectável",116
Sergipe,"Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",430
Pernambuco,"Positivo / Detectável",226
Pernambuco,"Inconclusivo / Indeterminado",6
"Rondônia","Negativo / Não Detectável",388
"Rondônia","Positivo / Detectável",260
"Rondônia","Inconclusivo / Indeterminado",4
"Piauí","Positivo / Detectável",329
"Piauí","Negativo / Não Detectável",240
"Rio Grande do Norte","Positivo / Detectável",260
"Rio Grande do Norte","Negativo / Não Detectável",220
"Ceará","Negativo / Não Detectável",278
"Ceará","Positivo / Detectável",197
"Ceará","Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",235
"Pará","Positivo / Detectável",90
"Pará","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",163
"Goiás","Positivo / Detectável",150
Tocantins,"Positivo / Detectável",160
Tocantins,"Negativo / Não Detectável",141
"Maranhão","Negativo / Não Detectável",208
"Maranhão","Positivo / Detectável",80
Roraima,"Positivo / Detectável",153
Roraima,"Negativo / Não Detectável",104
Roraima,"Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",196
Amazonas,"Positivo / Detectável",57
Amazonas,"Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",117
Acre,"Inconclusivo / Indeterminado",1
Alagoas,"Positivo / Detectável",95
Alagoas,"Negativo / Não Detectável",84
"Paraíba","Negativo / Não Detectável",79
"Paraíba","Positivo / Detectável",61
"Amapá","Negativo / Não Detectável",79
"Amapá","Positivo / Detectável",38
"Amapá","Inconclusivo / Indeterminado",1
"Distrito Federal","Negativo / Não Detectável",7
"Distrito Federal","Positivo / Detectável",4
