"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","6.219"
"São Paulo","Positivo / Detectável","2.883"
"São Paulo","Inconclusivo / Indeterminado",26
"Paraná","Negativo / Não Detectável","6.575"
"Paraná","Positivo / Detectável","1.753"
"Paraná","Inconclusivo / Indeterminado",7
Bahia,"Negativo / Não Detectável","2.415"
Bahia,"Positivo / Detectável",874
Bahia,"Inconclusivo / Indeterminado",10
"Rio Grande do Sul","Negativo / Não Detectável","1.799"
"Rio Grande do Sul","Positivo / Detectável",589
"Rio Grande do Sul","Inconclusivo / Indeterminado",7
Pernambuco,"Negativo / Não Detectável","1.714"
Pernambuco,"Positivo / Detectável",351
Pernambuco,"Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável","1.508"
"Santa Catarina","Positivo / Detectável",459
"Ceará","Negativo / Não Detectável","1.421"
"Ceará","Positivo / Detectável",351
"Ceará","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável","1.319"
"Minas Gerais","Positivo / Detectável",393
"Minas Gerais","Inconclusivo / Indeterminado",35
"Rio de Janeiro","Negativo / Não Detectável","1.233"
"Rio de Janeiro","Positivo / Detectável",372
"Rio de Janeiro","Inconclusivo / Indeterminado",10
"Mato Grosso do Sul","Negativo / Não Detectável","1.094"
"Mato Grosso do Sul","Positivo / Detectável",393
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",922
"Goiás","Positivo / Detectável",395
"Espírito Santo","Negativo / Não Detectável",863
"Espírito Santo","Positivo / Detectável",394
"Espírito Santo","Inconclusivo / Indeterminado",10
Tocantins,"Negativo / Não Detectável",545
Tocantins,"Positivo / Detectável",475
Tocantins,"Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",732
"Rio Grande do Norte","Positivo / Detectável",224
Sergipe,"Negativo / Não Detectável",630
Sergipe,"Positivo / Detectável",235
"Rondônia","Negativo / Não Detectável",498
"Rondônia","Positivo / Detectável",304
"Rondônia","Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",347
"Pará","Positivo / Detectável",85
"Piauí","Negativo / Não Detectável",286
"Piauí","Positivo / Detectável",113
Amazonas,"Negativo / Não Detectável",223
Amazonas,"Positivo / Detectável",65
"Paraíba","Negativo / Não Detectável",222
"Paraíba","Positivo / Detectável",46
"Maranhão","Negativo / Não Detectável",217
"Maranhão","Positivo / Detectável",37
"Maranhão","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",131
Acre,"Positivo / Detectável",39
Alagoas,"Negativo / Não Detectável",128
Alagoas,"Positivo / Detectável",21
Roraima,"Negativo / Não Detectável",89
Roraima,"Positivo / Detectável",18
"Amapá","Negativo / Não Detectável",77
"Amapá","Positivo / Detectável",13
"Mato Grosso","Negativo / Não Detectável",46
"Mato Grosso","Positivo / Detectável",21
"Distrito Federal","Negativo / Não Detectável",20
"Distrito Federal","Positivo / Detectável",7
