"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","3.788"
"São Paulo","Positivo / Detectável","1.597"
"São Paulo","Inconclusivo / Indeterminado",23
"Paraná","Negativo / Não Detectável","4.044"
"Paraná","Positivo / Detectável",992
"Paraná","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","1.554"
Bahia,"Positivo / Detectável",804
Bahia,"Inconclusivo / Indeterminado",40
"Rio Grande do Sul","Negativo / Não Detectável","1.801"
"Rio Grande do Sul","Positivo / Detectável",517
"Rio Grande do Sul","Inconclusivo / Indeterminado",32
"Ceará","Negativo / Não Detectável","1.947"
"Ceará","Positivo / Detectável",355
"Ceará","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável","1.805"
Pernambuco,"Positivo / Detectável",275
Pernambuco,"Inconclusivo / Indeterminado",6
"Santa Catarina","Negativo / Não Detectável","1.247"
"Santa Catarina","Positivo / Detectável",465
"Rio de Janeiro","Negativo / Não Detectável","1.081"
"Rio de Janeiro","Positivo / Detectável",431
"Rio de Janeiro","Inconclusivo / Indeterminado",27
"Minas Gerais","Negativo / Não Detectável",967
"Minas Gerais","Positivo / Detectável",367
"Minas Gerais","Inconclusivo / Indeterminado",20
"Piauí","Negativo / Não Detectável",736
"Piauí","Positivo / Detectável",258
"Mato Grosso do Sul","Negativo / Não Detectável",623
"Mato Grosso do Sul","Positivo / Detectável",195
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",455
"Espírito Santo","Positivo / Detectável",189
"Espírito Santo","Inconclusivo / Indeterminado",5
Sergipe,"Negativo / Não Detectável",427
Sergipe,"Positivo / Detectável",228
"Rio Grande do Norte","Negativo / Não Detectável",508
"Rio Grande do Norte","Positivo / Detectável",104
"Rondônia","Negativo / Não Detectável",336
"Rondônia","Positivo / Detectável",112
"Goiás","Negativo / Não Detectável",329
"Goiás","Positivo / Detectável",112
"Goiás","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",256
"Pará","Positivo / Detectável",106
"Pará","Inconclusivo / Indeterminado",2
Tocantins,"Negativo / Não Detectável",208
Tocantins,"Positivo / Detectável",144
Amazonas,"Negativo / Não Detectável",170
Amazonas,"Positivo / Detectável",78
"Paraíba","Negativo / Não Detectável",192
"Paraíba","Positivo / Detectável",47
"Maranhão","Negativo / Não Detectável",155
"Maranhão","Positivo / Detectável",32
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",15
Alagoas,"Negativo / Não Detectável",89
Alagoas,"Positivo / Detectável",18
Roraima,"Positivo / Detectável",89
Roraima,"Negativo / Não Detectável",12
"Mato Grosso","Negativo / Não Detectável",52
"Mato Grosso","Positivo / Detectável",20
"Distrito Federal","Negativo / Não Detectável",13
"Distrito Federal","Positivo / Detectável",5
