"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",44
"Paraná","Positivo / Detectável",6
"São Paulo","Negativo / Não Detectável",29
"São Paulo","Positivo / Detectável",3
"São Paulo","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",22
"Rio de Janeiro","Positivo / Detectável",5
"Minas Gerais","Negativo / Não Detectável",23
"Minas Gerais","Positivo / Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",15
"Rio Grande do Sul","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",14
Amazonas,"Positivo / Detectável",2
Bahia,"Negativo / Não Detectável",14
Bahia,"Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",14
"Mato Grosso do Sul","Negativo / Não Detectável",11
"Mato Grosso do Sul","Positivo / Detectável",3
Pernambuco,"Negativo / Não Detectável",9
Pernambuco,"Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",6
"Maranhão","Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",6
"Ceará","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",5
Acre,"Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",2
Roraima,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",3
"Espírito Santo","Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
"Paraíba","Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",1
