"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",40
"Paraná","Positivo / Detectável",9
"São Paulo","Negativo / Não Detectável",28
"São Paulo","Positivo / Detectável",4
"Minas Gerais","Negativo / Não Detectável",23
"Minas Gerais","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",16
"Rio de Janeiro","Negativo / Não Detectável",12
"Rio de Janeiro","Positivo / Detectável",4
"Goiás","Negativo / Não Detectável",12
"Goiás","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",12
"Espírito Santo","Negativo / Não Detectável",9
"Espírito Santo","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",10
"Pará","Negativo / Não Detectável",5
"Pará","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",7
Bahia,"Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",7
Acre,"Negativo / Não Detectável",6
Sergipe,"Negativo / Não Detectável",3
Sergipe,"Positivo / Detectável",3
Tocantins,"Negativo / Não Detectável",4
Tocantins,"Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",4
"Piauí","Negativo / Não Detectável",3
Roraima,"Negativo / Não Detectável",3
Pernambuco,"Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",2
