"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.362"
"São Paulo","Positivo / Detectável",587
"São Paulo","Inconclusivo / Indeterminado",18
"Paraná","Negativo / Não Detectável","1.367"
"Paraná","Positivo / Detectável",247
"Paraná","Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável",909
Bahia,"Positivo / Detectável",572
Bahia,"Inconclusivo / Indeterminado",15
"Espírito Santo","Positivo / Detectável",464
"Espírito Santo","Negativo / Não Detectável",404
"Espírito Santo","Inconclusivo / Indeterminado",45
Pernambuco,"Negativo / Não Detectável",473
Pernambuco,"Positivo / Detectável",395
Pernambuco,"Inconclusivo / Indeterminado",18
"Rio de Janeiro","Negativo / Não Detectável",590
"Rio de Janeiro","Positivo / Detectável",270
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Santa Catarina","Negativo / Não Detectável",658
"Santa Catarina","Positivo / Detectável",140
"Santa Catarina","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",502
"Mato Grosso do Sul","Positivo / Detectável",111
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",386
Tocantins,"Positivo / Detectável",147
"Ceará","Positivo / Detectável",297
"Ceará","Negativo / Não Detectável",219
"Ceará","Inconclusivo / Indeterminado",7
"Mato Grosso","Negativo / Não Detectável",328
"Mato Grosso","Positivo / Detectável",174
Sergipe,"Positivo / Detectável",406
Sergipe,"Negativo / Não Detectável",96
"Rondônia","Positivo / Detectável",220
"Rondônia","Negativo / Não Detectável",205
"Rondônia","Inconclusivo / Indeterminado",12
"Rio Grande do Sul","Negativo / Não Detectável",347
"Rio Grande do Sul","Positivo / Detectável",78
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
Amazonas,"Negativo / Não Detectável",319
Amazonas,"Positivo / Detectável",92
Amazonas,"Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",301
"Minas Gerais","Positivo / Detectável",90
"Minas Gerais","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Positivo / Detectável",231
"Rio Grande do Norte","Negativo / Não Detectável",149
"Amapá","Positivo / Detectável",229
"Amapá","Negativo / Não Detectável",147
"Amapá","Inconclusivo / Indeterminado",3
"Maranhão","Negativo / Não Detectável",161
"Maranhão","Positivo / Detectável",129
"Pará","Negativo / Não Detectável",136
"Pará","Positivo / Detectável",125
"Piauí","Positivo / Detectável",133
"Piauí","Negativo / Não Detectável",113
"Paraíba","Negativo / Não Detectável",94
"Paraíba","Positivo / Detectável",83
"Goiás","Negativo / Não Detectável",140
"Goiás","Positivo / Detectável",33
Acre,"Positivo / Detectável",84
Acre,"Negativo / Não Detectável",80
Acre,"Inconclusivo / Indeterminado",1
Roraima,"Positivo / Detectável",111
Roraima,"Negativo / Não Detectável",21
Alagoas,"Positivo / Detectável",111
Alagoas,"Negativo / Não Detectável",20
