"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",858
"São Paulo","Positivo / Detectável",633
"São Paulo","Inconclusivo / Indeterminado",11
"Paraná","Negativo / Não Detectável",956
"Paraná","Positivo / Detectável",472
"Paraná","Inconclusivo / Indeterminado",7
Bahia,"Negativo / Não Detectável",448
Bahia,"Positivo / Detectável",321
Bahia,"Inconclusivo / Indeterminado",6
"Espírito Santo","Positivo / Detectável",291
"Espírito Santo","Negativo / Não Detectável",196
"Espírito Santo","Inconclusivo / Indeterminado",6
Sergipe,"Positivo / Detectável",364
Sergipe,"Negativo / Não Detectável",63
"Rio Grande do Sul","Negativo / Não Detectável",265
"Rio Grande do Sul","Positivo / Detectável",156
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",212
"Minas Gerais","Positivo / Detectável",132
"Minas Gerais","Inconclusivo / Indeterminado",5
"Mato Grosso do Sul","Negativo / Não Detectável",241
"Mato Grosso do Sul","Positivo / Detectável",67
"Mato Grosso","Negativo / Não Detectável",178
"Mato Grosso","Positivo / Detectável",125
"Mato Grosso","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável",141
"Rio de Janeiro","Positivo / Detectável",110
"Rio de Janeiro","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável",159
Pernambuco,"Positivo / Detectável",83
Pernambuco,"Inconclusivo / Indeterminado",4
"Piauí","Positivo / Detectável",122
"Piauí","Negativo / Não Detectável",102
"Piauí","Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável",108
"Santa Catarina","Positivo / Detectável",108
"Rondônia","Positivo / Detectável",126
"Rondônia","Negativo / Não Detectável",81
"Goiás","Positivo / Detectável",112
"Goiás","Negativo / Não Detectável",65
"Ceará","Negativo / Não Detectável",101
"Ceará","Positivo / Detectável",68
"Rio Grande do Norte","Positivo / Detectável",86
"Rio Grande do Norte","Negativo / Não Detectável",74
Acre,"Positivo / Detectável",69
Acre,"Negativo / Não Detectável",64
Acre,"Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",95
"Pará","Positivo / Detectável",27
"Paraíba","Positivo / Detectável",58
"Paraíba","Negativo / Não Detectável",54
Tocantins,"Negativo / Não Detectável",34
Tocantins,"Positivo / Detectável",30
"Amapá","Negativo / Não Detectável",35
"Amapá","Positivo / Detectável",21
"Amapá","Inconclusivo / Indeterminado",3
Alagoas,"Positivo / Detectável",34
Alagoas,"Negativo / Não Detectável",16
"Maranhão","Negativo / Não Detectável",40
"Maranhão","Positivo / Detectável",10
Roraima,"Positivo / Detectável",24
Roraima,"Negativo / Não Detectável",14
Amazonas,"Negativo / Não Detectável",20
Amazonas,"Positivo / Detectável",9
Amazonas,"Inconclusivo / Indeterminado",1
"Distrito Federal","Positivo / Detectável",3
"Distrito Federal","Negativo / Não Detectável",1
