"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",481
"São Paulo","Positivo / Detectável",180
"São Paulo","Inconclusivo / Indeterminado",5
Pernambuco,"Negativo / Não Detectável",244
Pernambuco,"Positivo / Detectável",144
"Paraná","Negativo / Não Detectável",335
"Paraná","Positivo / Detectável",25
Amazonas,"Positivo / Detectável",175
Amazonas,"Negativo / Não Detectável",124
Amazonas,"Inconclusivo / Indeterminado",5
Bahia,"Negativo / Não Detectável",223
Bahia,"Positivo / Detectável",49
"Rio de Janeiro","Positivo / Detectável",149
"Rio de Janeiro","Negativo / Não Detectável",113
"Rio de Janeiro","Inconclusivo / Indeterminado",9
"Espírito Santo","Negativo / Não Detectável",176
"Espírito Santo","Positivo / Detectável",58
"Ceará","Positivo / Detectável",109
"Ceará","Negativo / Não Detectável",101
"Ceará","Inconclusivo / Indeterminado",8
"Minas Gerais","Negativo / Não Detectável",174
"Minas Gerais","Positivo / Detectável",13
"Santa Catarina","Negativo / Não Detectável",135
"Santa Catarina","Positivo / Detectável",24
"Santa Catarina","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",109
"Mato Grosso do Sul","Positivo / Detectável",8
"Pará","Negativo / Não Detectável",55
"Pará","Positivo / Detectável",52
"Rio Grande do Sul","Negativo / Não Detectável",89
"Rio Grande do Sul","Positivo / Detectável",11
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",83
"Amapá","Positivo / Detectável",17
"Maranhão","Positivo / Detectável",44
"Maranhão","Negativo / Não Detectável",25
"Rondônia","Negativo / Não Detectável",60
"Rondônia","Positivo / Detectável",8
"Piauí","Negativo / Não Detectável",56
"Piauí","Positivo / Detectável",8
"Goiás","Negativo / Não Detectável",56
"Goiás","Positivo / Detectável",3
"Rio Grande do Norte","Negativo / Não Detectável",43
"Rio Grande do Norte","Positivo / Detectável",4
Alagoas,"Negativo / Não Detectável",35
Alagoas,"Positivo / Detectável",9
Alagoas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",25
"Paraíba","Positivo / Detectável",12
Roraima,"Negativo / Não Detectável",16
Roraima,"Positivo / Detectável",15
Roraima,"Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",31
Sergipe,"Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",17
Acre,"Positivo / Detectável",5
Acre,"Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",5
