"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",627
"Paraná","Positivo / Detectável",136
"Paraná","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",293
"Rio Grande do Sul","Positivo / Detectável",71
"Rio de Janeiro","Negativo / Não Detectável",264
"Rio de Janeiro","Positivo / Detectável",50
"Rio de Janeiro","Inconclusivo / Indeterminado",16
"Rio Grande do Norte","Negativo / Não Detectável",282
"Rio Grande do Norte","Positivo / Detectável",40
"Ceará","Negativo / Não Detectável",274
"Ceará","Positivo / Detectável",30
Sergipe,"Negativo / Não Detectável",187
Sergipe,"Positivo / Detectável",109
"Mato Grosso do Sul","Negativo / Não Detectável",180
"Mato Grosso do Sul","Positivo / Detectável",32
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",145
"Minas Gerais","Positivo / Detectável",50
"Minas Gerais","Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",134
"Paraíba","Positivo / Detectável",36
"São Paulo","Negativo / Não Detectável",127
"São Paulo","Positivo / Detectável",26
Pernambuco,"Negativo / Não Detectável",134
Pernambuco,"Positivo / Detectável",9
Tocantins,"Negativo / Não Detectável",97
Tocantins,"Positivo / Detectável",39
Bahia,"Negativo / Não Detectável",94
Bahia,"Positivo / Detectável",21
Bahia,"Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",59
"Rondônia","Positivo / Detectável",53
"Rondônia","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável",68
"Santa Catarina","Positivo / Detectável",12
Alagoas,"Negativo / Não Detectável",56
Alagoas,"Positivo / Detectável",7
Acre,"Negativo / Não Detectável",23
Acre,"Positivo / Detectável",4
"Pará","Negativo / Não Detectável",18
"Pará","Positivo / Detectável",5
"Goiás","Negativo / Não Detectável",13
"Goiás","Positivo / Detectável",4
"Maranhão","Negativo / Não Detectável",16
"Maranhão","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",3
Amazonas,"Positivo / Detectável",1
"Mato Grosso","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",2
Roraima,"Positivo / Detectável",1
