"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.181"
"Paraná","Positivo / Detectável","2.005"
"Paraná","Inconclusivo / Indeterminado",28
"São Paulo","Negativo / Não Detectável","3.654"
"São Paulo","Positivo / Detectável","2.644"
"São Paulo","Inconclusivo / Indeterminado",28
Bahia,"Negativo / Não Detectável","1.962"
Bahia,"Positivo / Detectável",937
Bahia,"Inconclusivo / Indeterminado",13
"Santa Catarina","Negativo / Não Detectável",841
"Santa Catarina","Positivo / Detectável",711
"Santa Catarina","Inconclusivo / Indeterminado",24
"Rio Grande do Sul","Negativo / Não Detectável",867
"Rio Grande do Sul","Positivo / Detectável",480
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
Pernambuco,"Negativo / Não Detectável",829
Pernambuco,"Positivo / Detectável",420
Pernambuco,"Inconclusivo / Indeterminado",26
"Minas Gerais","Negativo / Não Detectável",821
"Minas Gerais","Positivo / Detectável",362
"Minas Gerais","Inconclusivo / Indeterminado",15
"Rio de Janeiro","Negativo / Não Detectável",848
"Rio de Janeiro","Positivo / Detectável",305
"Rio de Janeiro","Inconclusivo / Indeterminado",9
"Espírito Santo","Negativo / Não Detectável",663
"Espírito Santo","Positivo / Detectável",453
"Espírito Santo","Inconclusivo / Indeterminado",15
Sergipe,"Positivo / Detectável",703
Sergipe,"Negativo / Não Detectável",247
"Mato Grosso do Sul","Negativo / Não Detectável",576
"Mato Grosso do Sul","Positivo / Detectável",237
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável",546
"Ceará","Positivo / Detectável",240
"Ceará","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",361
"Rio Grande do Norte","Positivo / Detectável",325
"Rondônia","Negativo / Não Detectável",256
"Rondônia","Positivo / Detectável",218
"Rondônia","Inconclusivo / Indeterminado",5
Tocantins,"Negativo / Não Detectável",217
Tocantins,"Positivo / Detectável",192
"Pará","Negativo / Não Detectável",232
"Pará","Positivo / Detectável",124
"Piauí","Negativo / Não Detectável",188
"Piauí","Positivo / Detectável",131
Acre,"Negativo / Não Detectável",163
Acre,"Positivo / Detectável",116
"Paraíba","Negativo / Não Detectável",171
"Paraíba","Positivo / Detectável",74
"Maranhão","Negativo / Não Detectável",173
"Maranhão","Positivo / Detectável",44
"Maranhão","Inconclusivo / Indeterminado",1
"Goiás","Positivo / Detectável",123
"Goiás","Negativo / Não Detectável",93
"Goiás","Inconclusivo / Indeterminado",1
Alagoas,"Negativo / Não Detectável",95
Alagoas,"Positivo / Detectável",62
Roraima,"Negativo / Não Detectável",97
Roraima,"Positivo / Detectável",50
"Amapá","Negativo / Não Detectável",89
"Amapá","Positivo / Detectável",38
"Amapá","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",86
Amazonas,"Positivo / Detectável",42
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",10
"Mato Grosso","Negativo / Não Detectável",11
"Mato Grosso","Positivo / Detectável",5
