"UF de residência",Resultados,"Nº de exames realizados"
Bahia,"Negativo / Não Detectável",936
Bahia,"Positivo / Detectável",625
Bahia,"Inconclusivo / Indeterminado",19
"São Paulo","Negativo / Não Detectável",950
"São Paulo","Positivo / Detectável",388
"São Paulo","Inconclusivo / Indeterminado",28
"Paraná","Negativo / Não Detectável","1.054"
"Paraná","Positivo / Detectável",224
"Paraná","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",648
"Rio de Janeiro","Positivo / Detectável",552
"Rio de Janeiro","Inconclusivo / Indeterminado",15
Pernambuco,"Negativo / Não Detectável",473
Pernambuco,"Positivo / Detectável",420
Pernambuco,"Inconclusivo / Indeterminado",15
"Espírito Santo","Positivo / Detectável",492
"Espírito Santo","Negativo / Não Detectável",343
"Espírito Santo","Inconclusivo / Indeterminado",36
"Santa Catarina","Negativo / Não Detectável",595
"Santa Catarina","Positivo / Detectável",193
"Santa Catarina","Inconclusivo / Indeterminado",3
"Ceará","Positivo / Detectável",412
"Ceará","Negativo / Não Detectável",314
"Ceará","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",460
Sergipe,"Negativo / Não Detectável",159
Tocantins,"Negativo / Não Detectável",352
Tocantins,"Positivo / Detectável",190
Amazonas,"Negativo / Não Detectável",356
Amazonas,"Positivo / Detectável",161
Amazonas,"Inconclusivo / Indeterminado",5
"Mato Grosso do Sul","Negativo / Não Detectável",411
"Mato Grosso do Sul","Positivo / Detectável",92
"Mato Grosso do Sul","Inconclusivo / Indeterminado",5
"Rio Grande do Sul","Negativo / Não Detectável",383
"Rio Grande do Sul","Positivo / Detectável",88
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",357
"Mato Grosso","Positivo / Detectável",101
"Minas Gerais","Negativo / Não Detectável",343
"Minas Gerais","Positivo / Detectável",86
"Minas Gerais","Inconclusivo / Indeterminado",4
"Rondônia","Positivo / Detectável",212
"Rondônia","Negativo / Não Detectável",170
"Rondônia","Inconclusivo / Indeterminado",4
"Amapá","Positivo / Detectável",250
"Amapá","Negativo / Não Detectável",98
"Amapá","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Positivo / Detectável",194
"Rio Grande do Norte","Negativo / Não Detectável",141
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",184
"Piauí","Positivo / Detectável",115
"Piauí","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",167
"Maranhão","Positivo / Detectável",126
"Paraíba","Positivo / Detectável",138
"Paraíba","Negativo / Não Detectável",135
"Pará","Positivo / Detectável",133
"Pará","Negativo / Não Detectável",130
Roraima,"Positivo / Detectável",150
Roraima,"Negativo / Não Detectável",53
"Goiás","Negativo / Não Detectável",144
"Goiás","Positivo / Detectável",33
Alagoas,"Positivo / Detectável",122
Alagoas,"Negativo / Não Detectável",27
Acre,"Positivo / Detectável",88
Acre,"Negativo / Não Detectável",50
Acre,"Inconclusivo / Indeterminado",1
"Distrito Federal","Positivo / Detectável",3
