"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","2.021"
"São Paulo","Positivo / Detectável",160
"São Paulo","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",751
"Minas Gerais","Positivo / Detectável",57
"Minas Gerais","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",532
"Paraná","Positivo / Detectável",77
Bahia,"Negativo / Não Detectável",409
Bahia,"Positivo / Detectável",67
Pernambuco,"Negativo / Não Detectável",265
Pernambuco,"Positivo / Detectável",36
"Espírito Santo","Negativo / Não Detectável",236
"Espírito Santo","Positivo / Detectável",30
"Rio Grande do Sul","Negativo / Não Detectável",206
"Rio Grande do Sul","Positivo / Detectável",18
"Santa Catarina","Negativo / Não Detectável",197
"Santa Catarina","Positivo / Detectável",25
"Rio de Janeiro","Negativo / Não Detectável",181
"Rio de Janeiro","Positivo / Detectável",19
"Rio de Janeiro","Inconclusivo / Indeterminado",11
"Ceará","Negativo / Não Detectável",159
"Ceará","Positivo / Detectável",38
"Ceará","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",154
"Mato Grosso do Sul","Positivo / Detectável",19
"Goiás","Negativo / Não Detectável",147
"Goiás","Positivo / Detectável",9
"Maranhão","Negativo / Não Detectável",124
"Maranhão","Positivo / Detectável",26
"Pará","Negativo / Não Detectável",109
"Pará","Positivo / Detectável",11
"Rio Grande do Norte","Negativo / Não Detectável",98
"Rio Grande do Norte","Positivo / Detectável",13
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",76
"Piauí","Positivo / Detectável",19
Amazonas,"Negativo / Não Detectável",66
Amazonas,"Positivo / Detectável",8
"Paraíba","Negativo / Não Detectável",52
"Paraíba","Positivo / Detectável",6
Alagoas,"Negativo / Não Detectável",39
Alagoas,"Positivo / Detectável",5
Tocantins,"Negativo / Não Detectável",34
Tocantins,"Positivo / Detectável",10
Acre,"Negativo / Não Detectável",31
Acre,"Positivo / Detectável",8
"Rondônia","Negativo / Não Detectável",34
"Rondônia","Positivo / Detectável",3
Sergipe,"Negativo / Não Detectável",23
Sergipe,"Positivo / Detectável",7
"Amapá","Negativo / Não Detectável",20
"Amapá","Positivo / Detectável",4
"Mato Grosso","Negativo / Não Detectável",18
"Mato Grosso","Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",7
"Distrito Federal","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",4
Roraima,"Positivo / Detectável",2
