"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.362"
"São Paulo","Positivo / Detectável",802
"São Paulo","Inconclusivo / Indeterminado",10
"Paraná","Negativo / Não Detectável","1.409"
"Paraná","Positivo / Detectável",437
"Rio Grande do Sul","Negativo / Não Detectável",467
"Rio Grande do Sul","Positivo / Detectável",186
"Minas Gerais","Negativo / Não Detectável",403
"Minas Gerais","Positivo / Detectável",147
"Minas Gerais","Inconclusivo / Indeterminado",6
Pernambuco,"Negativo / Não Detectável",487
Pernambuco,"Positivo / Detectável",57
Bahia,"Negativo / Não Detectável",332
Bahia,"Positivo / Detectável",202
Bahia,"Inconclusivo / Indeterminado",8
"Espírito Santo","Negativo / Não Detectável",282
"Espírito Santo","Positivo / Detectável",188
"Mato Grosso do Sul","Negativo / Não Detectável",287
"Mato Grosso do Sul","Positivo / Detectável",121
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável",241
"Ceará","Positivo / Detectável",105
"Santa Catarina","Negativo / Não Detectável",265
"Santa Catarina","Positivo / Detectável",79
"Rio de Janeiro","Negativo / Não Detectável",194
"Rio de Janeiro","Positivo / Detectável",119
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",163
"Piauí","Positivo / Detectável",83
"Rio Grande do Norte","Negativo / Não Detectável",132
"Rio Grande do Norte","Positivo / Detectável",38
Sergipe,"Negativo / Não Detectável",86
Sergipe,"Positivo / Detectável",35
Tocantins,"Positivo / Detectável",69
Tocantins,"Negativo / Não Detectável",51
"Rondônia","Negativo / Não Detectável",90
"Rondônia","Positivo / Detectável",16
"Paraíba","Negativo / Não Detectável",65
"Paraíba","Positivo / Detectável",38
"Pará","Negativo / Não Detectável",82
"Pará","Positivo / Detectável",15
"Pará","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",86
"Maranhão","Positivo / Detectável",10
"Goiás","Negativo / Não Detectável",28
"Goiás","Positivo / Detectável",24
Acre,"Negativo / Não Detectável",31
Acre,"Positivo / Detectável",11
Amazonas,"Negativo / Não Detectável",18
Amazonas,"Positivo / Detectável",15
Alagoas,"Negativo / Não Detectável",29
Alagoas,"Positivo / Detectável",3
Roraima,"Positivo / Detectável",4
Roraima,"Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",2
"Mato Grosso","Positivo / Detectável",1
"Distrito Federal","Positivo / Detectável",1
