"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","6.150"
"São Paulo","Positivo / Detectável","3.098"
"São Paulo","Inconclusivo / Indeterminado",48
"Paraná","Negativo / Não Detectável","6.975"
"Paraná","Positivo / Detectável","2.218"
"Paraná","Inconclusivo / Indeterminado",6
"Ceará","Negativo / Não Detectável","2.428"
"Ceará","Positivo / Detectável",327
"Ceará","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","1.603"
Bahia,"Positivo / Detectável","1.023"
Bahia,"Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável","1.737"
"Santa Catarina","Positivo / Detectável",447
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.706"
"Rio de Janeiro","Positivo / Detectável",493
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Rio Grande do Sul","Negativo / Não Detectável","1.402"
"Rio Grande do Sul","Positivo / Detectável",727
"Rio Grande do Sul","Inconclusivo / Indeterminado",9
Pernambuco,"Negativo / Não Detectável","1.813"
Pernambuco,"Positivo / Detectável",295
Pernambuco,"Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável","1.567"
"Minas Gerais","Positivo / Detectável",404
"Minas Gerais","Inconclusivo / Indeterminado",44
"Goiás","Negativo / Não Detectável",909
"Goiás","Positivo / Detectável",412
"Mato Grosso do Sul","Negativo / Não Detectável",898
"Mato Grosso do Sul","Positivo / Detectável",387
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável","1.081"
Sergipe,"Positivo / Detectável",115
Tocantins,"Negativo / Não Detectável",520
Tocantins,"Positivo / Detectável",468
"Espírito Santo","Negativo / Não Detectável",695
"Espírito Santo","Positivo / Detectável",299
"Espírito Santo","Inconclusivo / Indeterminado",18
"Piauí","Negativo / Não Detectável",622
"Piauí","Positivo / Detectável",365
"Rondônia","Negativo / Não Detectável",599
"Rondônia","Positivo / Detectável",255
"Rondônia","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",624
"Rio Grande do Norte","Positivo / Detectável",136
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",270
"Maranhão","Positivo / Detectável",35
"Maranhão","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",234
"Pará","Positivo / Detectável",39
"Paraíba","Negativo / Não Detectável",167
"Paraíba","Positivo / Detectável",40
Amazonas,"Negativo / Não Detectável",144
Amazonas,"Positivo / Detectável",46
Alagoas,"Negativo / Não Detectável",165
Alagoas,"Positivo / Detectável",6
Acre,"Negativo / Não Detectável",129
Acre,"Positivo / Detectável",29
"Mato Grosso","Negativo / Não Detectável",89
"Mato Grosso","Positivo / Detectável",27
Roraima,"Negativo / Não Detectável",78
Roraima,"Positivo / Detectável",11
"Amapá","Negativo / Não Detectável",44
"Amapá","Positivo / Detectável",3
"Distrito Federal","Negativo / Não Detectável",24
"Distrito Federal","Positivo / Detectável",13
