"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.855"
"São Paulo","Positivo / Detectável","1.793"
"São Paulo","Inconclusivo / Indeterminado",39
"Paraná","Negativo / Não Detectável","5.129"
"Paraná","Positivo / Detectável","1.280"
"Paraná","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","1.758"
Bahia,"Positivo / Detectável",805
Bahia,"Inconclusivo / Indeterminado",56
"Rio Grande do Sul","Negativo / Não Detectável","1.646"
"Rio Grande do Sul","Positivo / Detectável",437
"Rio Grande do Sul","Inconclusivo / Indeterminado",13
"Ceará","Negativo / Não Detectável","1.625"
"Ceará","Positivo / Detectável",427
"Ceará","Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável","1.461"
"Santa Catarina","Positivo / Detectável",268
"Santa Catarina","Inconclusivo / Indeterminado",10
Pernambuco,"Negativo / Não Detectável","1.469"
Pernambuco,"Positivo / Detectável",210
"Rio de Janeiro","Negativo / Não Detectável","1.189"
"Rio de Janeiro","Positivo / Detectável",370
"Rio de Janeiro","Inconclusivo / Indeterminado",27
"Minas Gerais","Negativo / Não Detectável","1.136"
"Minas Gerais","Positivo / Detectável",409
"Minas Gerais","Inconclusivo / Indeterminado",29
"Espírito Santo","Negativo / Não Detectável",921
"Espírito Santo","Positivo / Detectável",359
"Espírito Santo","Inconclusivo / Indeterminado",6
"Mato Grosso do Sul","Negativo / Não Detectável",724
"Mato Grosso do Sul","Positivo / Detectável",328
"Rio Grande do Norte","Negativo / Não Detectável",604
"Rio Grande do Norte","Positivo / Detectável",148
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",619
Sergipe,"Positivo / Detectável",126
Sergipe,"Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",560
"Piauí","Positivo / Detectável",157
"Rondônia","Negativo / Não Detectável",574
"Rondônia","Positivo / Detectável",105
"Rondônia","Inconclusivo / Indeterminado",6
"Goiás","Negativo / Não Detectável",407
"Goiás","Positivo / Detectável",148
Tocantins,"Negativo / Não Detectável",251
Tocantins,"Positivo / Detectável",227
Amazonas,"Negativo / Não Detectável",204
Amazonas,"Positivo / Detectável",60
"Mato Grosso","Negativo / Não Detectável",142
"Mato Grosso","Positivo / Detectável",81
"Paraíba","Negativo / Não Detectável",137
"Paraíba","Positivo / Detectável",61
"Pará","Negativo / Não Detectável",180
"Pará","Positivo / Detectável",18
"Maranhão","Negativo / Não Detectável",171
"Maranhão","Positivo / Detectável",15
Acre,"Negativo / Não Detectável",106
Acre,"Positivo / Detectável",11
Alagoas,"Negativo / Não Detectável",79
Alagoas,"Positivo / Detectável",8
Roraima,"Negativo / Não Detectável",28
Roraima,"Positivo / Detectável",19
"Distrito Federal","Negativo / Não Detectável",12
"Distrito Federal","Positivo / Detectável",8
"Amapá","Negativo / Não Detectável",3
