"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.252"
"Paraná","Positivo / Detectável","1.569"
"Paraná","Inconclusivo / Indeterminado",33
"São Paulo","Negativo / Não Detectável","2.396"
"São Paulo","Positivo / Detectável","1.761"
"São Paulo","Inconclusivo / Indeterminado",26
Bahia,"Negativo / Não Detectável","1.438"
Bahia,"Positivo / Detectável",771
Bahia,"Inconclusivo / Indeterminado",12
"Minas Gerais","Negativo / Não Detectável",963
"Minas Gerais","Positivo / Detectável",415
"Minas Gerais","Inconclusivo / Indeterminado",25
"Mato Grosso","Negativo / Não Detectável",705
"Mato Grosso","Positivo / Detectável",445
"Mato Grosso","Inconclusivo / Indeterminado",14
"Rio de Janeiro","Negativo / Não Detectável",818
"Rio de Janeiro","Positivo / Detectável",297
"Santa Catarina","Negativo / Não Detectável",619
"Santa Catarina","Positivo / Detectável",449
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rondônia","Negativo / Não Detectável",566
"Rondônia","Positivo / Detectável",465
"Rondônia","Inconclusivo / Indeterminado",2
Sergipe,"Positivo / Detectável",776
Sergipe,"Negativo / Não Detectável",219
"Rio Grande do Sul","Negativo / Não Detectável",671
"Rio Grande do Sul","Positivo / Detectável",309
"Rio Grande do Sul","Inconclusivo / Indeterminado",8
Pernambuco,"Negativo / Não Detectável",650
Pernambuco,"Positivo / Detectável",302
Pernambuco,"Inconclusivo / Indeterminado",9
"Mato Grosso do Sul","Negativo / Não Detectável",703
"Mato Grosso do Sul","Positivo / Detectável",246
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Espírito Santo","Positivo / Detectável",466
"Espírito Santo","Negativo / Não Detectável",465
"Espírito Santo","Inconclusivo / Indeterminado",6
"Ceará","Negativo / Não Detectável",370
"Ceará","Positivo / Detectável",174
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Norte","Negativo / Não Detectável",287
"Rio Grande do Norte","Positivo / Detectável",218
"Goiás","Negativo / Não Detectável",199
"Goiás","Positivo / Detectável",173
"Goiás","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",191
Tocantins,"Positivo / Detectável",172
"Piauí","Positivo / Detectável",171
"Piauí","Negativo / Não Detectável",133
"Piauí","Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",158
Roraima,"Positivo / Detectável",84
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",111
Acre,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",149
"Paraíba","Positivo / Detectável",79
"Pará","Negativo / Não Detectável",142
"Pará","Positivo / Detectável",78
"Maranhão","Negativo / Não Detectável",135
"Maranhão","Positivo / Detectável",37
"Amapá","Negativo / Não Detectável",99
"Amapá","Positivo / Detectável",47
Alagoas,"Negativo / Não Detectável",82
Alagoas,"Positivo / Detectável",47
Amazonas,"Negativo / Não Detectável",81
Amazonas,"Positivo / Detectável",36
"Distrito Federal","Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",4
