"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",916
"São Paulo","Positivo / Detectável",697
"São Paulo","Inconclusivo / Indeterminado",7
"Paraná","Negativo / Não Detectável",976
"Paraná","Positivo / Detectável",425
"Paraná","Inconclusivo / Indeterminado",5
Bahia,"Negativo / Não Detectável",674
Bahia,"Positivo / Detectável",349
Bahia,"Inconclusivo / Indeterminado",25
"Espírito Santo","Positivo / Detectável",404
"Espírito Santo","Negativo / Não Detectável",196
"Espírito Santo","Inconclusivo / Indeterminado",30
"Mato Grosso do Sul","Negativo / Não Detectável",411
"Mato Grosso do Sul","Positivo / Detectável",108
"Rondônia","Negativo / Não Detectável",255
"Rondônia","Positivo / Detectável",203
"Rondônia","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",264
"Minas Gerais","Positivo / Detectável",164
"Minas Gerais","Inconclusivo / Indeterminado",5
"Rio Grande do Sul","Negativo / Não Detectável",279
"Rio Grande do Sul","Positivo / Detectável",116
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
Pernambuco,"Positivo / Detectável",198
Pernambuco,"Negativo / Não Detectável",190
Pernambuco,"Inconclusivo / Indeterminado",7
Sergipe,"Positivo / Detectável",287
Sergipe,"Negativo / Não Detectável",101
"Rio de Janeiro","Negativo / Não Detectável",250
"Rio de Janeiro","Positivo / Detectável",126
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Piauí","Positivo / Detectável",185
"Piauí","Negativo / Não Detectável",163
"Mato Grosso","Negativo / Não Detectável",208
"Mato Grosso","Positivo / Detectável",121
"Mato Grosso","Inconclusivo / Indeterminado",3
"Ceará","Negativo / Não Detectável",162
"Ceará","Positivo / Detectável",132
"Ceará","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",160
Tocantins,"Positivo / Detectável",114
"Santa Catarina","Negativo / Não Detectável",171
"Santa Catarina","Positivo / Detectável",97
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",150
"Pará","Positivo / Detectável",98
"Goiás","Positivo / Detectável",119
"Goiás","Negativo / Não Detectável",113
"Rio Grande do Norte","Positivo / Detectável",141
"Rio Grande do Norte","Negativo / Não Detectável",85
"Maranhão","Negativo / Não Detectável",137
"Maranhão","Positivo / Detectável",45
Acre,"Positivo / Detectável",92
Acre,"Negativo / Não Detectável",72
"Paraíba","Negativo / Não Detectável",69
"Paraíba","Positivo / Detectável",66
Amazonas,"Negativo / Não Detectável",105
Amazonas,"Positivo / Detectável",20
"Amapá","Positivo / Detectável",66
"Amapá","Negativo / Não Detectável",46
"Amapá","Inconclusivo / Indeterminado",4
Roraima,"Positivo / Detectável",96
Roraima,"Negativo / Não Detectável",20
Alagoas,"Positivo / Detectável",68
Alagoas,"Negativo / Não Detectável",30
"Distrito Federal","Positivo / Detectável",3
"Distrito Federal","Negativo / Não Detectável",1
