"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.064"
"São Paulo","Positivo / Detectável",461
"São Paulo","Inconclusivo / Indeterminado",8
"Rio de Janeiro","Positivo / Detectável",689
"Rio de Janeiro","Negativo / Não Detectável",445
"Rio de Janeiro","Inconclusivo / Indeterminado",35
Pernambuco,"Positivo / Detectável",609
Pernambuco,"Negativo / Não Detectável",428
Pernambuco,"Inconclusivo / Indeterminado",8
Bahia,"Negativo / Não Detectável",856
Bahia,"Positivo / Detectável",173
Bahia,"Inconclusivo / Indeterminado",12
"Amapá","Negativo / Não Detectável",441
"Amapá","Positivo / Detectável",330
"Amapá","Inconclusivo / Indeterminado",2
"Ceará","Positivo / Detectável",607
"Ceará","Negativo / Não Detectável",131
"Ceará","Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",370
"Espírito Santo","Positivo / Detectável",195
"Espírito Santo","Inconclusivo / Indeterminado",9
"Paraná","Negativo / Não Detectável",517
"Paraná","Positivo / Detectável",43
Sergipe,"Negativo / Não Detectável",383
Sergipe,"Positivo / Detectável",146
Amazonas,"Negativo / Não Detectável",278
Amazonas,"Positivo / Detectável",213
Amazonas,"Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável",407
"Santa Catarina","Positivo / Detectável",81
"Minas Gerais","Negativo / Não Detectável",373
"Minas Gerais","Positivo / Detectável",34
"Minas Gerais","Inconclusivo / Indeterminado",3
"Pará","Positivo / Detectável",302
"Pará","Negativo / Não Detectável",83
"Pará","Inconclusivo / Indeterminado",12
"Maranhão","Positivo / Detectável",215
"Maranhão","Negativo / Não Detectável",148
Alagoas,"Positivo / Detectável",210
Alagoas,"Negativo / Não Detectável",88
Alagoas,"Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",176
"Rio Grande do Sul","Positivo / Detectável",78
"Paraíba","Negativo / Não Detectável",132
"Paraíba","Positivo / Detectável",80
"Piauí","Negativo / Não Detectável",133
"Piauí","Positivo / Detectável",55
"Rondônia","Negativo / Não Detectável",104
"Rondônia","Positivo / Detectável",73
"Rondônia","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",164
"Mato Grosso do Sul","Positivo / Detectável",7
"Rio Grande do Norte","Negativo / Não Detectável",87
"Rio Grande do Norte","Positivo / Detectável",59
Acre,"Negativo / Não Detectável",88
Acre,"Positivo / Detectável",57
"Goiás","Negativo / Não Detectável",114
"Goiás","Positivo / Detectável",15
Roraima,"Positivo / Detectável",52
Roraima,"Negativo / Não Detectável",20
"Mato Grosso","Negativo / Não Detectável",53
"Mato Grosso","Positivo / Detectável",10
Tocantins,"Negativo / Não Detectável",31
Tocantins,"Positivo / Detectável",19
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",2
"Distrito Federal","Inconclusivo / Indeterminado",1
