"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",19
"Minas Gerais","Negativo / Não Detectável",10
"Minas Gerais","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",8
Amazonas,"Positivo / Detectável",1
"São Paulo","Negativo / Não Detectável",8
"São Paulo","Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",8
"Ceará","Negativo / Não Detectável",3
"Ceará","Positivo / Detectável",2
Bahia,"Negativo / Não Detectável",3
Bahia,"Positivo / Detectável",1
"Pará","Negativo / Não Detectável",2
"Pará","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",2
"Rio Grande do Sul","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",2
"Amapá","Negativo / Não Detectável",2
"Espírito Santo","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",2
"Maranhão","Negativo / Não Detectável",1
"Rio de Janeiro","Positivo / Detectável",1
"Santa Catarina","Negativo / Não Detectável",1
