"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",899
"São Paulo","Positivo / Detectável",486
"São Paulo","Inconclusivo / Indeterminado",7
"Rio de Janeiro","Positivo / Detectável",702
"Rio de Janeiro","Negativo / Não Detectável",387
"Rio de Janeiro","Inconclusivo / Indeterminado",26
Bahia,"Negativo / Não Detectável",849
Bahia,"Positivo / Detectável",257
Bahia,"Inconclusivo / Indeterminado",3
Pernambuco,"Positivo / Detectável",661
Pernambuco,"Negativo / Não Detectável",382
Pernambuco,"Inconclusivo / Indeterminado",6
"Ceará","Positivo / Detectável",615
"Ceará","Negativo / Não Detectável",245
"Ceará","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",374
"Espírito Santo","Positivo / Detectável",272
"Espírito Santo","Inconclusivo / Indeterminado",10
"Amapá","Positivo / Detectável",398
"Amapá","Negativo / Não Detectável",244
"Amapá","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",532
"Minas Gerais","Positivo / Detectável",47
"Minas Gerais","Inconclusivo / Indeterminado",2
Sergipe,"Negativo / Não Detectável",308
Sergipe,"Positivo / Detectável",265
"Paraná","Negativo / Não Detectável",518
"Paraná","Positivo / Detectável",28
Amazonas,"Negativo / Não Detectável",322
Amazonas,"Positivo / Detectável",187
Amazonas,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",399
"Santa Catarina","Positivo / Detectável",93
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",306
"Pará","Negativo / Não Detectável",119
"Pará","Inconclusivo / Indeterminado",15
Alagoas,"Positivo / Detectável",305
Alagoas,"Negativo / Não Detectável",99
"Rio Grande do Sul","Negativo / Não Detectável",292
"Rio Grande do Sul","Positivo / Detectável",52
"Rondônia","Negativo / Não Detectável",166
"Rondônia","Positivo / Detectável",151
"Maranhão","Positivo / Detectável",182
"Maranhão","Negativo / Não Detectável",132
"Paraíba","Positivo / Detectável",125
"Paraíba","Negativo / Não Detectável",124
"Mato Grosso do Sul","Negativo / Não Detectável",225
"Mato Grosso do Sul","Positivo / Detectável",19
"Rio Grande do Norte","Positivo / Detectável",128
"Rio Grande do Norte","Negativo / Não Detectável",114
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",192
"Piauí","Positivo / Detectável",36
"Piauí","Inconclusivo / Indeterminado",1
Acre,"Positivo / Detectável",116
Acre,"Negativo / Não Detectável",101
Tocantins,"Negativo / Não Detectável",156
Tocantins,"Positivo / Detectável",43
"Goiás","Negativo / Não Detectável",170
"Goiás","Positivo / Detectável",16
Roraima,"Positivo / Detectável",139
Roraima,"Negativo / Não Detectável",12
"Mato Grosso","Negativo / Não Detectável",102
"Mato Grosso","Positivo / Detectável",19
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Positivo / Detectável",2
