"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",24
"Paraná","Positivo / Detectável",8
"São Paulo","Negativo / Não Detectável",12
"São Paulo","Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",10
Acre,"Negativo / Não Detectável",3
Acre,"Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",3
Amazonas,"Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",3
Bahia,"Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",1
"Ceará","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Goiás","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
"Mato Grosso","Positivo / Detectável",1
"Mato Grosso do Sul","Negativo / Não Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",1
"Rio de Janeiro","Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",1
"Santa Catarina","Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",1
