"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",43
"São Paulo","Positivo / Detectável",7
"Paraná","Negativo / Não Detectável",40
"Paraná","Positivo / Detectável",9
"Rio de Janeiro","Negativo / Não Detectável",28
"Rio de Janeiro","Positivo / Detectável",2
"Rio de Janeiro","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",26
Amazonas,"Positivo / Detectável",1
"Minas Gerais","Negativo / Não Detectável",18
"Minas Gerais","Positivo / Detectável",4
"Piauí","Negativo / Não Detectável",11
"Piauí","Positivo / Detectável",4
"Rio Grande do Sul","Negativo / Não Detectável",14
Bahia,"Negativo / Não Detectável",8
Bahia,"Positivo / Detectável",4
Pernambuco,"Negativo / Não Detectável",7
Pernambuco,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",5
"Ceará","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",4
"Espírito Santo","Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",5
"Goiás","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",6
"Pará","Negativo / Não Detectável",4
"Pará","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",4
"Mato Grosso do Sul","Positivo / Detectável",3
"Santa Catarina","Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",1
"Rio Grande do Norte","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",1
Sergipe,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
